source,count,alignment,alignment_score,last_update,cycle
google_news_politica,1731,Pro-Gobierno,0.24,2026-04-08 01:37:00+00:00,2026-04-08 01:37
france24_es,1532,Contra-Gobierno,-0.03,2026-04-08 01:37:00+00:00,2026-04-08 01:37
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 01:37:00+00:00,2026-04-08 01:37
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 01:37:00+00:00,2026-04-08 01:37
elconfidencial,581,Contra-Gobierno,-0.12,2026-04-08 01:37:00+00:00,2026-04-08 01:37
bbc_mundo,465,Neutral,0.0,2026-04-08 01:37:00+00:00,2026-04-08 01:37
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 01:37:00+00:00,2026-04-08 01:37
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 01:37:00+00:00,2026-04-08 01:37
maldita,336,Pro-Gobierno,0.06,2026-04-08 01:37:00+00:00,2026-04-08 01:37
elpais_internacional,280,Contra-Gobierno,-0.04,2026-04-08 01:37:00+00:00,2026-04-08 01:37
el_confidencial_tech,262,Contra-Gobierno,-0.01,2026-04-08 01:37:00+00:00,2026-04-08 01:37
newtral,248,Contra-Gobierno,-0.09,2026-04-08 01:37:00+00:00,2026-04-08 01:37
efe,173,Contra-Gobierno,-0.05,2026-04-08 01:37:00+00:00,2026-04-08 01:37
el_confidencial_economia,95,Contra-Gobierno,-0.01,2026-04-08 01:37:00+00:00,2026-04-08 01:37
elpais_espana,24,Contra-Gobierno,-0.33,2026-04-08 01:37:00+00:00,2026-04-08 01:37
efe_espana,9,Neutral,0.0,2026-04-08 01:37:00+00:00,2026-04-08 01:37
20minutos,8824,Contra-Gobierno,-0.08,2026-04-08 02:07:00+00:00,2026-04-08 02:07
google_news_es,8799,Contra-Gobierno,-0.07,2026-04-08 02:07:00+00:00,2026-04-08 02:07
okdiario,8043,Contra-Gobierno,-0.08,2026-04-08 02:07:00+00:00,2026-04-08 02:07
levante_emv,7939,Contra-Gobierno,-0.1,2026-04-08 02:07:00+00:00,2026-04-08 02:07
heraldo_aragon,7533,Contra-Gobierno,-0.07,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 02:07:00+00:00,2026-04-08 02:07
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 02:07:00+00:00,2026-04-08 02:07
google_news_internacional,5722,Contra-Gobierno,-0.02,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elpais,4889,Contra-Gobierno,-0.09,2026-04-08 02:07:00+00:00,2026-04-08 02:07
eldiario,3003,Contra-Gobierno,-0.13,2026-04-08 02:07:00+00:00,2026-04-08 02:07
huffington_es,2711,Contra-Gobierno,-0.07,2026-04-08 02:07:00+00:00,2026-04-08 02:07
sur,2617,Contra-Gobierno,-0.09,2026-04-08 02:07:00+00:00,2026-04-08 02:07
google_news_economia,2440,Pro-Gobierno,0.05,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 02:07:00+00:00,2026-04-08 02:07
expansion,1955,Pro-Gobierno,0.06,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 02:07:00+00:00,2026-04-08 02:07
google_news_politica,1731,Pro-Gobierno,0.24,2026-04-08 02:07:00+00:00,2026-04-08 02:07
france24_es,1533,Contra-Gobierno,-0.03,2026-04-08 02:07:00+00:00,2026-04-08 02:07
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 02:07:00+00:00,2026-04-08 02:07
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elconfidencial,581,Contra-Gobierno,-0.12,2026-04-08 02:07:00+00:00,2026-04-08 02:07
bbc_mundo,467,Neutral,0.0,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 02:07:00+00:00,2026-04-08 02:07
maldita,336,Pro-Gobierno,0.06,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elpais_internacional,280,Contra-Gobierno,-0.04,2026-04-08 02:07:00+00:00,2026-04-08 02:07
el_confidencial_tech,262,Contra-Gobierno,-0.01,2026-04-08 02:07:00+00:00,2026-04-08 02:07
newtral,248,Contra-Gobierno,-0.09,2026-04-08 02:07:00+00:00,2026-04-08 02:07
efe,173,Contra-Gobierno,-0.05,2026-04-08 02:07:00+00:00,2026-04-08 02:07
el_confidencial_economia,95,Contra-Gobierno,-0.01,2026-04-08 02:07:00+00:00,2026-04-08 02:07
elpais_espana,24,Contra-Gobierno,-0.33,2026-04-08 02:07:00+00:00,2026-04-08 02:07
efe_espana,9,Neutral,0.0,2026-04-08 02:07:00+00:00,2026-04-08 02:07
20minutos,8824,Contra-Gobierno,-0.08,2026-04-08 02:37:00+00:00,2026-04-08 02:37
google_news_es,8804,Contra-Gobierno,-0.07,2026-04-08 02:37:00+00:00,2026-04-08 02:37
okdiario,8048,Contra-Gobierno,-0.08,2026-04-08 02:37:00+00:00,2026-04-08 02:37
levante_emv,7939,Contra-Gobierno,-0.1,2026-04-08 02:37:00+00:00,2026-04-08 02:37
heraldo_aragon,7533,Contra-Gobierno,-0.07,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 02:37:00+00:00,2026-04-08 02:37
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 02:37:00+00:00,2026-04-08 02:37
google_news_internacional,5725,Contra-Gobierno,-0.02,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elpais,4890,Contra-Gobierno,-0.09,2026-04-08 02:37:00+00:00,2026-04-08 02:37
eldiario,3003,Contra-Gobierno,-0.13,2026-04-08 02:37:00+00:00,2026-04-08 02:37
huffington_es,2711,Contra-Gobierno,-0.07,2026-04-08 02:37:00+00:00,2026-04-08 02:37
sur,2617,Contra-Gobierno,-0.09,2026-04-08 02:37:00+00:00,2026-04-08 02:37
google_news_economia,2440,Pro-Gobierno,0.05,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 02:37:00+00:00,2026-04-08 02:37
expansion,1955,Pro-Gobierno,0.06,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 02:37:00+00:00,2026-04-08 02:37
google_news_politica,1731,Pro-Gobierno,0.24,2026-04-08 02:37:00+00:00,2026-04-08 02:37
france24_es,1537,Contra-Gobierno,-0.03,2026-04-08 02:37:00+00:00,2026-04-08 02:37
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 02:37:00+00:00,2026-04-08 02:37
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elconfidencial,581,Contra-Gobierno,-0.12,2026-04-08 02:37:00+00:00,2026-04-08 02:37
bbc_mundo,468,Neutral,0.0,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 02:37:00+00:00,2026-04-08 02:37
maldita,336,Pro-Gobierno,0.06,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elpais_internacional,280,Contra-Gobierno,-0.04,2026-04-08 02:37:00+00:00,2026-04-08 02:37
el_confidencial_tech,262,Contra-Gobierno,-0.01,2026-04-08 02:37:00+00:00,2026-04-08 02:37
newtral,248,Contra-Gobierno,-0.09,2026-04-08 02:37:00+00:00,2026-04-08 02:37
efe,173,Contra-Gobierno,-0.05,2026-04-08 02:37:00+00:00,2026-04-08 02:37
el_confidencial_economia,95,Contra-Gobierno,-0.01,2026-04-08 02:37:00+00:00,2026-04-08 02:37
elpais_espana,24,Contra-Gobierno,-0.33,2026-04-08 02:37:00+00:00,2026-04-08 02:37
efe_espana,9,Neutral,0.0,2026-04-08 02:37:00+00:00,2026-04-08 02:37
20minutos,8824,Contra-Gobierno,-0.08,2026-04-08 03:07:00+00:00,2026-04-08 03:07
google_news_es,8808,Contra-Gobierno,-0.07,2026-04-08 03:07:00+00:00,2026-04-08 03:07
okdiario,8048,Contra-Gobierno,-0.08,2026-04-08 03:07:00+00:00,2026-04-08 03:07
levante_emv,7939,Contra-Gobierno,-0.1,2026-04-08 03:07:00+00:00,2026-04-08 03:07
heraldo_aragon,7533,Contra-Gobierno,-0.07,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 03:07:00+00:00,2026-04-08 03:07
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 03:07:00+00:00,2026-04-08 03:07
google_news_internacional,5728,Contra-Gobierno,-0.02,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elpais,4890,Contra-Gobierno,-0.09,2026-04-08 03:07:00+00:00,2026-04-08 03:07
eldiario,3003,Contra-Gobierno,-0.13,2026-04-08 03:07:00+00:00,2026-04-08 03:07
huffington_es,2711,Contra-Gobierno,-0.07,2026-04-08 03:07:00+00:00,2026-04-08 03:07
sur,2617,Contra-Gobierno,-0.09,2026-04-08 03:07:00+00:00,2026-04-08 03:07
google_news_economia,2441,Pro-Gobierno,0.05,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 03:07:00+00:00,2026-04-08 03:07
expansion,1956,Pro-Gobierno,0.06,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 03:07:00+00:00,2026-04-08 03:07
google_news_politica,1731,Pro-Gobierno,0.24,2026-04-08 03:07:00+00:00,2026-04-08 03:07
france24_es,1538,Contra-Gobierno,-0.03,2026-04-08 03:07:00+00:00,2026-04-08 03:07
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 03:07:00+00:00,2026-04-08 03:07
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elconfidencial,581,Contra-Gobierno,-0.12,2026-04-08 03:07:00+00:00,2026-04-08 03:07
bbc_mundo,470,Neutral,0.0,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 03:07:00+00:00,2026-04-08 03:07
maldita,336,Pro-Gobierno,0.06,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elpais_internacional,280,Contra-Gobierno,-0.04,2026-04-08 03:07:00+00:00,2026-04-08 03:07
el_confidencial_tech,262,Contra-Gobierno,-0.01,2026-04-08 03:07:00+00:00,2026-04-08 03:07
newtral,248,Contra-Gobierno,-0.09,2026-04-08 03:07:00+00:00,2026-04-08 03:07
efe,173,Contra-Gobierno,-0.05,2026-04-08 03:07:00+00:00,2026-04-08 03:07
el_confidencial_economia,95,Contra-Gobierno,-0.01,2026-04-08 03:07:00+00:00,2026-04-08 03:07
elpais_espana,24,Contra-Gobierno,-0.33,2026-04-08 03:07:00+00:00,2026-04-08 03:07
efe_espana,9,Neutral,0.0,2026-04-08 03:07:00+00:00,2026-04-08 03:07
20minutos,8829,Contra-Gobierno,-0.08,2026-04-08 03:37:00+00:00,2026-04-08 03:37
google_news_es,8811,Contra-Gobierno,-0.07,2026-04-08 03:37:00+00:00,2026-04-08 03:37
okdiario,8051,Contra-Gobierno,-0.08,2026-04-08 03:37:00+00:00,2026-04-08 03:37
levante_emv,7940,Contra-Gobierno,-0.1,2026-04-08 03:37:00+00:00,2026-04-08 03:37
heraldo_aragon,7605,Contra-Gobierno,-0.07,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 03:37:00+00:00,2026-04-08 03:37
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 03:37:00+00:00,2026-04-08 03:37
google_news_internacional,5733,Contra-Gobierno,-0.02,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elpais,4894,Contra-Gobierno,-0.09,2026-04-08 03:37:00+00:00,2026-04-08 03:37
eldiario,3004,Contra-Gobierno,-0.13,2026-04-08 03:37:00+00:00,2026-04-08 03:37
huffington_es,2712,Contra-Gobierno,-0.07,2026-04-08 03:37:00+00:00,2026-04-08 03:37
sur,2617,Contra-Gobierno,-0.09,2026-04-08 03:37:00+00:00,2026-04-08 03:37
google_news_economia,2445,Pro-Gobierno,0.05,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 03:37:00+00:00,2026-04-08 03:37
expansion,1956,Pro-Gobierno,0.06,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 03:37:00+00:00,2026-04-08 03:37
google_news_politica,1733,Pro-Gobierno,0.24,2026-04-08 03:37:00+00:00,2026-04-08 03:37
france24_es,1540,Contra-Gobierno,-0.03,2026-04-08 03:37:00+00:00,2026-04-08 03:37
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 03:37:00+00:00,2026-04-08 03:37
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elconfidencial,587,Contra-Gobierno,-0.12,2026-04-08 03:37:00+00:00,2026-04-08 03:37
bbc_mundo,470,Neutral,0.0,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 03:37:00+00:00,2026-04-08 03:37
maldita,336,Pro-Gobierno,0.06,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elpais_internacional,280,Contra-Gobierno,-0.04,2026-04-08 03:37:00+00:00,2026-04-08 03:37
el_confidencial_tech,266,Contra-Gobierno,-0.01,2026-04-08 03:37:00+00:00,2026-04-08 03:37
newtral,248,Contra-Gobierno,-0.09,2026-04-08 03:37:00+00:00,2026-04-08 03:37
efe,173,Contra-Gobierno,-0.05,2026-04-08 03:37:00+00:00,2026-04-08 03:37
el_confidencial_economia,96,Contra-Gobierno,-0.01,2026-04-08 03:37:00+00:00,2026-04-08 03:37
elpais_espana,24,Contra-Gobierno,-0.33,2026-04-08 03:37:00+00:00,2026-04-08 03:37
efe_espana,9,Neutral,0.0,2026-04-08 03:37:00+00:00,2026-04-08 03:37
20minutos,8830,Contra-Gobierno,-0.08,2026-04-08 04:07:00+00:00,2026-04-08 04:07
google_news_es,8815,Contra-Gobierno,-0.07,2026-04-08 04:07:00+00:00,2026-04-08 04:07
okdiario,8069,Contra-Gobierno,-0.08,2026-04-08 04:07:00+00:00,2026-04-08 04:07
levante_emv,7941,Contra-Gobierno,-0.1,2026-04-08 04:07:00+00:00,2026-04-08 04:07
heraldo_aragon,7608,Contra-Gobierno,-0.07,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 04:07:00+00:00,2026-04-08 04:07
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 04:07:00+00:00,2026-04-08 04:07
google_news_internacional,5739,Contra-Gobierno,-0.02,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elpais,4894,Contra-Gobierno,-0.09,2026-04-08 04:07:00+00:00,2026-04-08 04:07
eldiario,3011,Contra-Gobierno,-0.13,2026-04-08 04:07:00+00:00,2026-04-08 04:07
huffington_es,2712,Contra-Gobierno,-0.07,2026-04-08 04:07:00+00:00,2026-04-08 04:07
sur,2617,Contra-Gobierno,-0.09,2026-04-08 04:07:00+00:00,2026-04-08 04:07
google_news_economia,2446,Pro-Gobierno,0.05,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 04:07:00+00:00,2026-04-08 04:07
expansion,1956,Pro-Gobierno,0.06,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 04:07:00+00:00,2026-04-08 04:07
google_news_politica,1735,Pro-Gobierno,0.24,2026-04-08 04:07:00+00:00,2026-04-08 04:07
france24_es,1542,Contra-Gobierno,-0.03,2026-04-08 04:07:00+00:00,2026-04-08 04:07
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 04:07:00+00:00,2026-04-08 04:07
infolibre,973,Contra-Gobierno,-0.16,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elconfidencial,587,Contra-Gobierno,-0.12,2026-04-08 04:07:00+00:00,2026-04-08 04:07
bbc_mundo,470,Neutral,0.0,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 04:07:00+00:00,2026-04-08 04:07
maldita,336,Pro-Gobierno,0.06,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elpais_internacional,282,Contra-Gobierno,-0.04,2026-04-08 04:07:00+00:00,2026-04-08 04:07
el_confidencial_tech,266,Contra-Gobierno,-0.01,2026-04-08 04:07:00+00:00,2026-04-08 04:07
newtral,248,Contra-Gobierno,-0.09,2026-04-08 04:07:00+00:00,2026-04-08 04:07
efe,173,Contra-Gobierno,-0.05,2026-04-08 04:07:00+00:00,2026-04-08 04:07
el_confidencial_economia,96,Contra-Gobierno,-0.01,2026-04-08 04:07:00+00:00,2026-04-08 04:07
elpais_espana,27,Contra-Gobierno,-0.3,2026-04-08 04:07:00+00:00,2026-04-08 04:07
efe_espana,9,Neutral,0.0,2026-04-08 04:07:00+00:00,2026-04-08 04:07
20minutos,8840,Contra-Gobierno,-0.08,2026-04-08 04:39:00+00:00,2026-04-08 04:39
google_news_es,8819,Contra-Gobierno,-0.07,2026-04-08 04:39:00+00:00,2026-04-08 04:39
okdiario,8070,Contra-Gobierno,-0.08,2026-04-08 04:39:00+00:00,2026-04-08 04:39
levante_emv,7960,Contra-Gobierno,-0.1,2026-04-08 04:39:00+00:00,2026-04-08 04:39
heraldo_aragon,7608,Contra-Gobierno,-0.07,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elcorreo,6672,Contra-Gobierno,-0.07,2026-04-08 04:39:00+00:00,2026-04-08 04:39
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 04:39:00+00:00,2026-04-08 04:39
google_news_internacional,5745,Contra-Gobierno,-0.02,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elpais,4946,Contra-Gobierno,-0.09,2026-04-08 04:39:00+00:00,2026-04-08 04:39
eldiario,3046,Contra-Gobierno,-0.13,2026-04-08 04:39:00+00:00,2026-04-08 04:39
huffington_es,2716,Contra-Gobierno,-0.07,2026-04-08 04:39:00+00:00,2026-04-08 04:39
sur,2617,Contra-Gobierno,-0.09,2026-04-08 04:39:00+00:00,2026-04-08 04:39
google_news_economia,2449,Pro-Gobierno,0.05,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elespanol,2018,Contra-Gobierno,-0.12,2026-04-08 04:39:00+00:00,2026-04-08 04:39
expansion,1956,Pro-Gobierno,0.06,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 04:39:00+00:00,2026-04-08 04:39
google_news_politica,1736,Pro-Gobierno,0.24,2026-04-08 04:39:00+00:00,2026-04-08 04:39
france24_es,1542,Contra-Gobierno,-0.03,2026-04-08 04:39:00+00:00,2026-04-08 04:39
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 04:39:00+00:00,2026-04-08 04:39
infolibre,988,Contra-Gobierno,-0.16,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elconfidencial,587,Contra-Gobierno,-0.12,2026-04-08 04:39:00+00:00,2026-04-08 04:39
bbc_mundo,470,Neutral,0.0,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 04:39:00+00:00,2026-04-08 04:39
maldita,336,Pro-Gobierno,0.06,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elpais_internacional,282,Contra-Gobierno,-0.04,2026-04-08 04:39:00+00:00,2026-04-08 04:39
el_confidencial_tech,266,Contra-Gobierno,-0.01,2026-04-08 04:39:00+00:00,2026-04-08 04:39
newtral,248,Contra-Gobierno,-0.09,2026-04-08 04:39:00+00:00,2026-04-08 04:39
efe,173,Contra-Gobierno,-0.05,2026-04-08 04:39:00+00:00,2026-04-08 04:39
el_confidencial_economia,96,Contra-Gobierno,-0.01,2026-04-08 04:39:00+00:00,2026-04-08 04:39
elpais_espana,27,Contra-Gobierno,-0.3,2026-04-08 04:39:00+00:00,2026-04-08 04:39
efe_espana,9,Neutral,0.0,2026-04-08 04:39:00+00:00,2026-04-08 04:39
20minutos,8845,Contra-Gobierno,-0.08,2026-04-08 05:07:00+00:00,2026-04-08 05:07
google_news_es,8826,Contra-Gobierno,-0.07,2026-04-08 05:07:00+00:00,2026-04-08 05:07
okdiario,8073,Contra-Gobierno,-0.08,2026-04-08 05:07:00+00:00,2026-04-08 05:07
levante_emv,7967,Contra-Gobierno,-0.1,2026-04-08 05:07:00+00:00,2026-04-08 05:07
heraldo_aragon,7608,Contra-Gobierno,-0.07,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elcorreo,6673,Contra-Gobierno,-0.07,2026-04-08 05:07:00+00:00,2026-04-08 05:07
lavanguardia,6299,Contra-Gobierno,-0.08,2026-04-08 05:07:00+00:00,2026-04-08 05:07
google_news_internacional,5747,Contra-Gobierno,-0.02,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elpais,4949,Contra-Gobierno,-0.09,2026-04-08 05:07:00+00:00,2026-04-08 05:07
eldiario,3046,Contra-Gobierno,-0.13,2026-04-08 05:07:00+00:00,2026-04-08 05:07
huffington_es,2719,Contra-Gobierno,-0.07,2026-04-08 05:07:00+00:00,2026-04-08 05:07
sur,2617,Contra-Gobierno,-0.09,2026-04-08 05:07:00+00:00,2026-04-08 05:07
google_news_economia,2450,Pro-Gobierno,0.05,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elespanol,2019,Contra-Gobierno,-0.12,2026-04-08 05:07:00+00:00,2026-04-08 05:07
expansion,1956,Pro-Gobierno,0.06,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elmundo,1923,Contra-Gobierno,-0.09,2026-04-08 05:07:00+00:00,2026-04-08 05:07
google_news_politica,1736,Pro-Gobierno,0.24,2026-04-08 05:07:00+00:00,2026-04-08 05:07
france24_es,1542,Contra-Gobierno,-0.03,2026-04-08 05:07:00+00:00,2026-04-08 05:07
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 05:07:00+00:00,2026-04-08 05:07
infolibre,988,Contra-Gobierno,-0.16,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elconfidencial,587,Contra-Gobierno,-0.12,2026-04-08 05:07:00+00:00,2026-04-08 05:07
bbc_mundo,470,Neutral,0.0,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 05:07:00+00:00,2026-04-08 05:07
maldita,336,Pro-Gobierno,0.06,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elpais_internacional,283,Contra-Gobierno,-0.04,2026-04-08 05:07:00+00:00,2026-04-08 05:07
el_confidencial_tech,266,Contra-Gobierno,-0.01,2026-04-08 05:07:00+00:00,2026-04-08 05:07
newtral,248,Contra-Gobierno,-0.09,2026-04-08 05:07:00+00:00,2026-04-08 05:07
efe,173,Contra-Gobierno,-0.05,2026-04-08 05:07:00+00:00,2026-04-08 05:07
el_confidencial_economia,96,Contra-Gobierno,-0.01,2026-04-08 05:07:00+00:00,2026-04-08 05:07
elpais_espana,27,Contra-Gobierno,-0.3,2026-04-08 05:07:00+00:00,2026-04-08 05:07
efe_espana,9,Neutral,0.0,2026-04-08 05:07:00+00:00,2026-04-08 05:07
20minutos,8860,Contra-Gobierno,-0.08,2026-04-08 05:37:00+00:00,2026-04-08 05:37
google_news_es,8836,Contra-Gobierno,-0.07,2026-04-08 05:37:00+00:00,2026-04-08 05:37
okdiario,8085,Contra-Gobierno,-0.08,2026-04-08 05:37:00+00:00,2026-04-08 05:37
levante_emv,7970,Contra-Gobierno,-0.1,2026-04-08 05:37:00+00:00,2026-04-08 05:37
heraldo_aragon,7611,Contra-Gobierno,-0.07,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elcorreo,6674,Contra-Gobierno,-0.07,2026-04-08 05:37:00+00:00,2026-04-08 05:37
lavanguardia,6336,Contra-Gobierno,-0.08,2026-04-08 05:37:00+00:00,2026-04-08 05:37
google_news_internacional,5750,Contra-Gobierno,-0.02,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elpais,4952,Contra-Gobierno,-0.09,2026-04-08 05:37:00+00:00,2026-04-08 05:37
eldiario,3047,Contra-Gobierno,-0.13,2026-04-08 05:37:00+00:00,2026-04-08 05:37
huffington_es,2721,Contra-Gobierno,-0.07,2026-04-08 05:37:00+00:00,2026-04-08 05:37
sur,2617,Contra-Gobierno,-0.09,2026-04-08 05:37:00+00:00,2026-04-08 05:37
google_news_economia,2451,Pro-Gobierno,0.05,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elespanol,2019,Contra-Gobierno,-0.12,2026-04-08 05:37:00+00:00,2026-04-08 05:37
expansion,1957,Pro-Gobierno,0.06,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elmundo,1925,Contra-Gobierno,-0.09,2026-04-08 05:37:00+00:00,2026-04-08 05:37
google_news_politica,1736,Pro-Gobierno,0.24,2026-04-08 05:37:00+00:00,2026-04-08 05:37
france24_es,1542,Contra-Gobierno,-0.03,2026-04-08 05:37:00+00:00,2026-04-08 05:37
europapress,1025,Contra-Gobierno,-0.15,2026-04-08 05:37:00+00:00,2026-04-08 05:37
infolibre,988,Contra-Gobierno,-0.16,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elconfidencial,587,Contra-Gobierno,-0.12,2026-04-08 05:37:00+00:00,2026-04-08 05:37
bbc_mundo,470,Neutral,0.0,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elmundo_espana,452,Contra-Gobierno,-0.21,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elmundo_internacional,400,Contra-Gobierno,-0.04,2026-04-08 05:37:00+00:00,2026-04-08 05:37
maldita,336,Pro-Gobierno,0.06,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elpais_internacional,283,Contra-Gobierno,-0.04,2026-04-08 05:37:00+00:00,2026-04-08 05:37
el_confidencial_tech,266,Contra-Gobierno,-0.01,2026-04-08 05:37:00+00:00,2026-04-08 05:37
newtral,248,Contra-Gobierno,-0.09,2026-04-08 05:37:00+00:00,2026-04-08 05:37
efe,173,Contra-Gobierno,-0.05,2026-04-08 05:37:00+00:00,2026-04-08 05:37
el_confidencial_economia,96,Contra-Gobierno,-0.01,2026-04-08 05:37:00+00:00,2026-04-08 05:37
elpais_espana,27,Contra-Gobierno,-0.3,2026-04-08 05:37:00+00:00,2026-04-08 05:37
efe_espana,9,Neutral,0.0,2026-04-08 05:37:00+00:00,2026-04-08 05:37
20minutos,8863,Contra-Gobierno,-0.08,2026-04-08 06:07:00+00:00,2026-04-08 06:07
