source,news_count,internal_diversity,originality,original_news,repeated_news,diversity_score,last_update,cycle
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 02:04,2026-03-15 02:04
heraldo_aragon,900,0.98,0.581,523,377,74.1,2026-03-15 02:04,2026-03-15 02:04
newtral,24,0.972,0.542,13,11,71.4,2026-03-15 02:04,2026-03-15 02:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 02:04,2026-03-15 02:04
levante_emv,925,0.993,0.482,446,479,68.6,2026-03-15 02:04,2026-03-15 02:04
okdiario,885,0.991,0.464,411,474,67.5,2026-03-15 02:04,2026-03-15 02:04
google_news_internacional,169,0.943,0.497,84,85,67.5,2026-03-15 02:04,2026-03-15 02:04
elcorreo,794,0.995,0.453,360,434,67.0,2026-03-15 02:04,2026-03-15 02:04
efe,20,0.993,0.45,9,11,66.7,2026-03-15 02:04,2026-03-15 02:04
huffington_es,289,0.965,0.467,135,154,66.6,2026-03-15 02:04,2026-03-15 02:04
google_news_economia,103,0.948,0.466,48,55,65.9,2026-03-15 02:04,2026-03-15 02:04
eldiario,278,0.995,0.421,117,161,65.1,2026-03-15 02:04,2026-03-15 02:04
20minutos,862,0.994,0.371,320,542,62.0,2026-03-15 02:04,2026-03-15 02:04
expansion,179,0.993,0.363,65,114,61.5,2026-03-15 02:04,2026-03-15 02:04
lavanguardia,788,0.994,0.357,281,507,61.2,2026-03-15 02:04,2026-03-15 02:04
france24_es,184,0.979,0.353,65,119,60.3,2026-03-15 02:04,2026-03-15 02:04
elmundo_espana,44,0.99,0.341,15,29,60.1,2026-03-15 02:04,2026-03-15 02:04
elespanol,191,0.991,0.335,64,127,59.7,2026-03-15 02:04,2026-03-15 02:04
google_news_politica,87,0.956,0.356,31,56,59.6,2026-03-15 02:04,2026-03-15 02:04
elmundo_internacional,38,0.985,0.316,12,26,58.4,2026-03-15 02:04,2026-03-15 02:04
elmundo,164,0.995,0.299,49,115,57.7,2026-03-15 02:04,2026-03-15 02:04
sur,125,0.978,0.304,38,87,57.4,2026-03-15 02:04,2026-03-15 02:04
elpais,539,0.995,0.288,155,384,57.1,2026-03-15 02:04,2026-03-15 02:04
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 02:04,2026-03-15 02:04
google_news_es,847,0.99,0.269,228,619,55.7,2026-03-15 02:04,2026-03-15 02:04
elconfidencial,59,0.987,0.254,15,44,54.7,2026-03-15 02:04,2026-03-15 02:04
infolibre,89,0.995,0.202,18,71,51.9,2026-03-15 02:04,2026-03-15 02:04
bbc_mundo,39,0.968,0.154,6,33,48.0,2026-03-15 02:04,2026-03-15 02:04
europapress,93,0.989,0.118,11,82,46.6,2026-03-15 02:04,2026-03-15 02:04
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 02:34,2026-03-15 02:34
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-15 02:34,2026-03-15 02:34
heraldo_aragon,900,0.98,0.58,522,378,74.0,2026-03-15 02:34,2026-03-15 02:34
newtral,24,0.972,0.583,14,10,73.9,2026-03-15 02:34,2026-03-15 02:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-15 02:34,2026-03-15 02:34
levante_emv,925,0.993,0.47,435,490,67.9,2026-03-15 02:34,2026-03-15 02:34
okdiario,885,0.991,0.464,411,474,67.5,2026-03-15 02:34,2026-03-15 02:34
huffington_es,289,0.965,0.471,136,153,66.9,2026-03-15 02:34,2026-03-15 02:34
efe,20,0.993,0.45,9,11,66.7,2026-03-15 02:34,2026-03-15 02:34
elcorreo,795,0.995,0.447,355,440,66.6,2026-03-15 02:34,2026-03-15 02:34
google_news_economia,103,0.948,0.476,49,54,66.5,2026-03-15 02:34,2026-03-15 02:34
google_news_internacional,173,0.944,0.474,82,91,66.2,2026-03-15 02:34,2026-03-15 02:34
eldiario,278,0.995,0.414,115,163,64.6,2026-03-15 02:34,2026-03-15 02:34
20minutos,862,0.994,0.385,332,530,62.9,2026-03-15 02:34,2026-03-15 02:34
expansion,179,0.992,0.369,66,113,61.8,2026-03-15 02:34,2026-03-15 02:34
lavanguardia,788,0.994,0.354,279,509,61.0,2026-03-15 02:34,2026-03-15 02:34
france24_es,183,0.979,0.361,66,117,60.8,2026-03-15 02:34,2026-03-15 02:34
elespanol,191,0.991,0.34,65,126,60.0,2026-03-15 02:34,2026-03-15 02:34
google_news_politica,87,0.955,0.356,31,56,59.6,2026-03-15 02:34,2026-03-15 02:34
sur,125,0.978,0.328,41,84,58.8,2026-03-15 02:34,2026-03-15 02:34
elmundo_espana,44,0.99,0.318,14,30,58.7,2026-03-15 02:34,2026-03-15 02:34
elmundo,176,0.995,0.307,54,122,58.2,2026-03-15 02:34,2026-03-15 02:34
elpais,538,0.995,0.286,154,384,57.0,2026-03-15 02:34,2026-03-15 02:34
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 02:34,2026-03-15 02:34
google_news_es,847,0.99,0.275,233,614,56.1,2026-03-15 02:34,2026-03-15 02:34
infolibre,89,0.995,0.236,21,68,54.0,2026-03-15 02:34,2026-03-15 02:34
elconfidencial,59,0.987,0.237,14,45,53.7,2026-03-15 02:34,2026-03-15 02:34
elmundo_internacional,38,0.985,0.211,8,30,52.1,2026-03-15 02:34,2026-03-15 02:34
bbc_mundo,39,0.968,0.179,7,32,49.5,2026-03-15 02:34,2026-03-15 02:34
europapress,93,0.989,0.129,12,81,47.3,2026-03-15 02:34,2026-03-15 02:34
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 03:04,2026-03-15 03:04
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-15 03:04,2026-03-15 03:04
heraldo_aragon,900,0.98,0.576,518,382,73.8,2026-03-15 03:04,2026-03-15 03:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 03:04,2026-03-15 03:04
newtral,24,0.971,0.5,12,12,68.8,2026-03-15 03:04,2026-03-15 03:04
levante_emv,924,0.993,0.483,446,478,68.7,2026-03-15 03:04,2026-03-15 03:04
google_news_internacional,174,0.944,0.494,86,88,67.4,2026-03-15 03:04,2026-03-15 03:04
huffington_es,289,0.965,0.478,138,151,67.3,2026-03-15 03:04,2026-03-15 03:04
okdiario,879,0.991,0.454,399,480,66.9,2026-03-15 03:04,2026-03-15 03:04
google_news_economia,104,0.949,0.481,50,54,66.8,2026-03-15 03:04,2026-03-15 03:04
elcorreo,795,0.995,0.443,352,443,66.4,2026-03-15 03:04,2026-03-15 03:04
eldiario,278,0.995,0.403,112,166,64.0,2026-03-15 03:04,2026-03-15 03:04
expansion,179,0.992,0.38,68,111,62.5,2026-03-15 03:04,2026-03-15 03:04
20minutos,862,0.994,0.378,326,536,62.4,2026-03-15 03:04,2026-03-15 03:04
elmundo_espana,44,0.99,0.364,16,28,61.4,2026-03-15 03:04,2026-03-15 03:04
lavanguardia,786,0.994,0.355,279,507,61.1,2026-03-15 03:04,2026-03-15 03:04
efe,20,0.993,0.35,7,13,60.7,2026-03-15 03:04,2026-03-15 03:04
elespanol,191,0.991,0.34,65,126,60.0,2026-03-15 03:04,2026-03-15 03:04
france24_es,179,0.979,0.335,60,119,59.3,2026-03-15 03:04,2026-03-15 03:04
elmundo,176,0.995,0.324,57,119,59.2,2026-03-15 03:04,2026-03-15 03:04
sur,125,0.978,0.32,40,85,58.3,2026-03-15 03:04,2026-03-15 03:04
google_news_politica,87,0.956,0.333,29,58,58.2,2026-03-15 03:04,2026-03-15 03:04
elpais,538,0.995,0.296,159,379,57.6,2026-03-15 03:04,2026-03-15 03:04
elpais_internacional,17,0.979,0.294,5,12,56.8,2026-03-15 03:04,2026-03-15 03:04
google_news_es,851,0.99,0.277,236,615,56.2,2026-03-15 03:04,2026-03-15 03:04
elconfidencial,59,0.987,0.237,14,45,53.7,2026-03-15 03:04,2026-03-15 03:04
elmundo_internacional,38,0.985,0.211,8,30,52.1,2026-03-15 03:04,2026-03-15 03:04
infolibre,89,0.995,0.191,17,72,51.3,2026-03-15 03:04,2026-03-15 03:04
europapress,93,0.989,0.14,13,80,48.0,2026-03-15 03:04,2026-03-15 03:04
bbc_mundo,38,0.97,0.132,5,33,46.7,2026-03-15 03:04,2026-03-15 03:04
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 03:34,2026-03-15 03:34
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 03:34,2026-03-15 03:34
heraldo_aragon,900,0.981,0.577,519,381,73.9,2026-03-15 03:34,2026-03-15 03:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-15 03:34,2026-03-15 03:34
levante_emv,925,0.993,0.484,448,477,68.8,2026-03-15 03:34,2026-03-15 03:34
newtral,24,0.971,0.5,12,12,68.8,2026-03-15 03:34,2026-03-15 03:34
google_news_internacional,177,0.944,0.514,91,86,68.6,2026-03-15 03:34,2026-03-15 03:34
huffington_es,289,0.965,0.478,138,151,67.3,2026-03-15 03:34,2026-03-15 03:34
okdiario,879,0.991,0.461,405,474,67.3,2026-03-15 03:34,2026-03-15 03:34
elcorreo,795,0.995,0.454,361,434,67.0,2026-03-15 03:34,2026-03-15 03:34
efe,20,0.993,0.45,9,11,66.7,2026-03-15 03:34,2026-03-15 03:34
google_news_economia,105,0.948,0.457,48,57,65.3,2026-03-15 03:34,2026-03-15 03:34
eldiario,278,0.995,0.417,116,162,64.8,2026-03-15 03:34,2026-03-15 03:34
expansion,179,0.992,0.38,68,111,62.5,2026-03-15 03:34,2026-03-15 03:34
20minutos,862,0.994,0.379,327,535,62.5,2026-03-15 03:34,2026-03-15 03:34
elmundo_espana,44,0.99,0.364,16,28,61.4,2026-03-15 03:34,2026-03-15 03:34
lavanguardia,785,0.994,0.346,272,513,60.5,2026-03-15 03:34,2026-03-15 03:34
elespanol,191,0.991,0.346,66,125,60.4,2026-03-15 03:34,2026-03-15 03:34
google_news_politica,87,0.956,0.368,32,55,60.3,2026-03-15 03:34,2026-03-15 03:34
france24_es,181,0.979,0.331,60,121,59.0,2026-03-15 03:34,2026-03-15 03:34
sur,125,0.978,0.32,40,85,58.3,2026-03-15 03:34,2026-03-15 03:34
elmundo,176,0.995,0.307,54,122,58.2,2026-03-15 03:34,2026-03-15 03:34
elpais,537,0.995,0.3,161,376,57.8,2026-03-15 03:34,2026-03-15 03:34
elpais_internacional,17,0.977,0.294,5,12,56.7,2026-03-15 03:34,2026-03-15 03:34
google_news_es,853,0.99,0.265,226,627,55.5,2026-03-15 03:34,2026-03-15 03:34
elmundo_internacional,38,0.985,0.263,10,28,55.2,2026-03-15 03:34,2026-03-15 03:34
elconfidencial,59,0.987,0.254,15,44,54.7,2026-03-15 03:34,2026-03-15 03:34
infolibre,89,0.995,0.18,16,73,50.6,2026-03-15 03:34,2026-03-15 03:34
bbc_mundo,38,0.969,0.132,5,33,46.7,2026-03-15 03:34,2026-03-15 03:34
europapress,93,0.989,0.118,11,82,46.6,2026-03-15 03:34,2026-03-15 03:34
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 04:04,2026-03-15 04:04
el_confidencial_tech,17,0.986,0.647,11,6,78.3,2026-03-15 04:04,2026-03-15 04:04
heraldo_aragon,839,0.98,0.582,488,351,74.1,2026-03-15 04:04,2026-03-15 04:04
newtral,24,0.972,0.542,13,11,71.4,2026-03-15 04:04,2026-03-15 04:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 04:04,2026-03-15 04:04
google_news_internacional,178,0.945,0.517,92,86,68.8,2026-03-15 04:04,2026-03-15 04:04
levante_emv,923,0.993,0.483,446,477,68.7,2026-03-15 04:04,2026-03-15 04:04
okdiario,878,0.991,0.47,413,465,67.8,2026-03-15 04:04,2026-03-15 04:04
huffington_es,289,0.965,0.484,140,149,67.6,2026-03-15 04:04,2026-03-15 04:04
elcorreo,795,0.995,0.452,359,436,66.9,2026-03-15 04:04,2026-03-15 04:04
efe,20,0.993,0.45,9,11,66.7,2026-03-15 04:04,2026-03-15 04:04
eldiario,278,0.995,0.421,117,161,65.1,2026-03-15 04:04,2026-03-15 04:04
google_news_economia,104,0.948,0.452,47,57,65.0,2026-03-15 04:04,2026-03-15 04:04
elmundo_espana,44,0.99,0.386,17,27,62.8,2026-03-15 04:04,2026-03-15 04:04
20minutos,845,0.994,0.381,322,523,62.6,2026-03-15 04:04,2026-03-15 04:04
expansion,179,0.993,0.369,66,113,61.9,2026-03-15 04:04,2026-03-15 04:04
elespanol,208,0.991,0.37,77,131,61.8,2026-03-15 04:04,2026-03-15 04:04
lavanguardia,782,0.994,0.354,277,505,61.0,2026-03-15 04:04,2026-03-15 04:04
google_news_politica,87,0.956,0.356,31,56,59.6,2026-03-15 04:04,2026-03-15 04:04
france24_es,177,0.98,0.322,57,120,58.5,2026-03-15 04:04,2026-03-15 04:04
sur,125,0.978,0.32,40,85,58.3,2026-03-15 04:04,2026-03-15 04:04
elmundo,176,0.995,0.307,54,122,58.2,2026-03-15 04:04,2026-03-15 04:04
elpais,535,0.994,0.286,153,382,56.9,2026-03-15 04:04,2026-03-15 04:04
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 04:04,2026-03-15 04:04
elmundo_internacional,38,0.985,0.289,11,27,56.7,2026-03-15 04:04,2026-03-15 04:04
google_news_es,854,0.99,0.268,229,625,55.7,2026-03-15 04:04,2026-03-15 04:04
infolibre,89,0.995,0.213,19,70,52.6,2026-03-15 04:04,2026-03-15 04:04
elconfidencial,55,0.987,0.218,12,43,52.6,2026-03-15 04:04,2026-03-15 04:04
europapress,93,0.989,0.151,14,79,48.6,2026-03-15 04:04,2026-03-15 04:04
bbc_mundo,39,0.968,0.128,5,34,46.4,2026-03-15 04:04,2026-03-15 04:04
maldita,23,0.982,0.783,18,5,86.3,2026-03-15 04:34,2026-03-15 04:34
el_confidencial_tech,17,0.986,0.706,12,5,81.8,2026-03-15 04:34,2026-03-15 04:34
heraldo_aragon,839,0.98,0.579,486,353,73.9,2026-03-15 04:34,2026-03-15 04:34
newtral,24,0.971,0.583,14,10,73.8,2026-03-15 04:34,2026-03-15 04:34
efe,20,0.991,0.5,10,10,69.6,2026-03-15 04:34,2026-03-15 04:34
levante_emv,922,0.993,0.498,459,463,69.6,2026-03-15 04:34,2026-03-15 04:34
el_confidencial_economia,8,0.972,0.5,4,4,68.9,2026-03-15 04:34,2026-03-15 04:34
google_news_internacional,182,0.946,0.511,93,89,68.5,2026-03-15 04:34,2026-03-15 04:34
okdiario,884,0.991,0.479,423,461,68.4,2026-03-15 04:34,2026-03-15 04:34
huffington_es,289,0.964,0.484,140,149,67.6,2026-03-15 04:34,2026-03-15 04:34
elcorreo,795,0.995,0.458,364,431,67.3,2026-03-15 04:34,2026-03-15 04:34
eldiario,278,0.995,0.432,120,158,65.7,2026-03-15 04:34,2026-03-15 04:34
google_news_economia,103,0.947,0.437,45,58,64.1,2026-03-15 04:34,2026-03-15 04:34
expansion,179,0.992,0.397,71,108,63.5,2026-03-15 04:34,2026-03-15 04:34
20minutos,841,0.994,0.392,330,511,63.3,2026-03-15 04:34,2026-03-15 04:34
lavanguardia,779,0.994,0.383,298,481,62.7,2026-03-15 04:34,2026-03-15 04:34
elmundo_espana,44,0.99,0.364,16,28,61.4,2026-03-15 04:34,2026-03-15 04:34
france24_es,177,0.98,0.367,65,112,61.2,2026-03-15 04:34,2026-03-15 04:34
elespanol,208,0.991,0.351,73,135,60.7,2026-03-15 04:34,2026-03-15 04:34
google_news_politica,86,0.955,0.36,31,55,59.8,2026-03-15 04:34,2026-03-15 04:34
elmundo,176,0.995,0.33,58,118,59.6,2026-03-15 04:34,2026-03-15 04:34
sur,125,0.978,0.32,40,85,58.3,2026-03-15 04:34,2026-03-15 04:34
elpais,474,0.994,0.283,134,340,56.7,2026-03-15 04:34,2026-03-15 04:34
google_news_es,850,0.99,0.265,225,625,55.5,2026-03-15 04:34,2026-03-15 04:34
elmundo_internacional,38,0.985,0.263,10,28,55.2,2026-03-15 04:34,2026-03-15 04:34
elpais_internacional,16,0.976,0.25,4,12,54.0,2026-03-15 04:34,2026-03-15 04:34
elconfidencial,55,0.987,0.218,12,43,52.6,2026-03-15 04:34,2026-03-15 04:34
infolibre,89,0.995,0.202,18,71,51.9,2026-03-15 04:34,2026-03-15 04:34
europapress,93,0.989,0.151,14,79,48.6,2026-03-15 04:34,2026-03-15 04:34
bbc_mundo,39,0.968,0.128,5,34,46.4,2026-03-15 04:34,2026-03-15 04:34
maldita,23,0.983,0.783,18,5,86.3,2026-03-15 05:04,2026-03-15 05:04
el_confidencial_tech,17,0.986,0.706,12,5,81.8,2026-03-15 05:04,2026-03-15 05:04
heraldo_aragon,839,0.98,0.589,494,345,74.5,2026-03-15 05:04,2026-03-15 05:04
newtral,24,0.972,0.583,14,10,73.9,2026-03-15 05:04,2026-03-15 05:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 05:04,2026-03-15 05:04
huffington_es,285,0.964,0.498,142,143,68.4,2026-03-15 05:04,2026-03-15 05:04
levante_emv,905,0.993,0.476,431,474,68.3,2026-03-15 05:04,2026-03-15 05:04
okdiario,860,0.991,0.476,409,451,68.2,2026-03-15 05:04,2026-03-15 05:04
google_news_internacional,185,0.944,0.503,93,92,67.9,2026-03-15 05:04,2026-03-15 05:04
elcorreo,795,0.995,0.453,360,435,67.0,2026-03-15 05:04,2026-03-15 05:04
eldiario,272,0.995,0.423,115,157,65.2,2026-03-15 05:04,2026-03-15 05:04
google_news_economia,105,0.948,0.438,46,59,64.2,2026-03-15 05:04,2026-03-15 05:04
20minutos,839,0.994,0.384,322,517,62.8,2026-03-15 05:04,2026-03-15 05:04
france24_es,177,0.98,0.384,68,109,62.2,2026-03-15 05:04,2026-03-15 05:04
expansion,179,0.992,0.374,67,112,62.1,2026-03-15 05:04,2026-03-15 05:04
elespanol,208,0.991,0.365,76,132,61.5,2026-03-15 05:04,2026-03-15 05:04
lavanguardia,725,0.994,0.352,255,470,60.9,2026-03-15 05:04,2026-03-15 05:04
efe,20,0.993,0.35,7,13,60.7,2026-03-15 05:04,2026-03-15 05:04
google_news_politica,86,0.956,0.36,31,55,59.8,2026-03-15 05:04,2026-03-15 05:04
elmundo_espana,44,0.99,0.318,14,30,58.7,2026-03-15 05:04,2026-03-15 05:04
elmundo,175,0.995,0.314,55,120,58.6,2026-03-15 05:04,2026-03-15 05:04
sur,125,0.978,0.32,40,85,58.3,2026-03-15 05:04,2026-03-15 05:04
elmundo_internacional,38,0.985,0.289,11,27,56.7,2026-03-15 05:04,2026-03-15 05:04
google_news_es,848,0.99,0.274,232,616,56.0,2026-03-15 05:04,2026-03-15 05:04
elpais,465,0.994,0.265,123,342,55.7,2026-03-15 05:04,2026-03-15 05:04
elpais_internacional,12,0.974,0.25,3,9,54.0,2026-03-15 05:04,2026-03-15 05:04
elconfidencial,55,0.987,0.2,11,44,51.5,2026-03-15 05:04,2026-03-15 05:04
infolibre,78,0.995,0.154,12,66,49.0,2026-03-15 05:04,2026-03-15 05:04
bbc_mundo,39,0.968,0.154,6,33,48.0,2026-03-15 05:04,2026-03-15 05:04
europapress,91,0.989,0.132,12,79,47.5,2026-03-15 05:04,2026-03-15 05:04
maldita,23,0.983,0.783,18,5,86.3,2026-03-15 05:34,2026-03-15 05:34
el_confidencial_tech,19,0.983,0.632,12,7,77.2,2026-03-15 05:34,2026-03-15 05:34
heraldo_aragon,908,0.981,0.586,532,376,74.4,2026-03-15 05:34,2026-03-15 05:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-15 05:34,2026-03-15 05:34
newtral,24,0.97,0.5,12,12,68.8,2026-03-15 05:34,2026-03-15 05:34
levante_emv,904,0.993,0.481,435,469,68.6,2026-03-15 05:34,2026-03-15 05:34
huffington_es,282,0.964,0.496,140,142,68.3,2026-03-15 05:34,2026-03-15 05:34
okdiario,859,0.991,0.471,405,454,67.9,2026-03-15 05:34,2026-03-15 05:34
elcorreo,795,0.995,0.459,365,430,67.3,2026-03-15 05:34,2026-03-15 05:34
google_news_internacional,190,0.945,0.489,93,97,67.1,2026-03-15 05:34,2026-03-15 05:34
eldiario,272,0.995,0.426,116,156,65.4,2026-03-15 05:34,2026-03-15 05:34
google_news_economia,110,0.949,0.445,49,61,64.7,2026-03-15 05:34,2026-03-15 05:34
efe,20,0.993,0.4,8,12,63.7,2026-03-15 05:34,2026-03-15 05:34
20minutos,836,0.994,0.386,323,513,62.9,2026-03-15 05:34,2026-03-15 05:34
elespanol,207,0.991,0.367,76,131,61.7,2026-03-15 05:34,2026-03-15 05:34
expansion,179,0.992,0.358,64,115,61.2,2026-03-15 05:34,2026-03-15 05:34
lavanguardia,721,0.994,0.354,255,466,61.0,2026-03-15 05:34,2026-03-15 05:34
france24_es,177,0.979,0.362,64,113,60.9,2026-03-15 05:34,2026-03-15 05:34
google_news_politica,86,0.956,0.372,32,54,60.6,2026-03-15 05:34,2026-03-15 05:34
elmundo_espana,44,0.99,0.341,15,29,60.1,2026-03-15 05:34,2026-03-15 05:34
elmundo,175,0.995,0.337,59,116,60.0,2026-03-15 05:34,2026-03-15 05:34
sur,125,0.978,0.328,41,84,58.8,2026-03-15 05:34,2026-03-15 05:34
google_news_es,849,0.99,0.28,238,611,56.4,2026-03-15 05:34,2026-03-15 05:34
elpais,463,0.994,0.272,126,337,56.1,2026-03-15 05:34,2026-03-15 05:34
elconfidencial,60,0.988,0.25,15,45,54.5,2026-03-15 05:34,2026-03-15 05:34
elpais_internacional,12,0.973,0.25,3,9,53.9,2026-03-15 05:34,2026-03-15 05:34
elmundo_internacional,38,0.985,0.211,8,30,52.1,2026-03-15 05:34,2026-03-15 05:34
europapress,91,0.989,0.176,16,75,50.1,2026-03-15 05:34,2026-03-15 05:34
infolibre,78,0.995,0.154,12,66,49.0,2026-03-15 05:34,2026-03-15 05:34
bbc_mundo,39,0.968,0.128,5,34,46.4,2026-03-15 05:34,2026-03-15 05:34
maldita,23,0.983,0.739,17,6,83.7,2026-03-15 06:04,2026-03-15 06:04
el_confidencial_tech,19,0.982,0.632,12,7,77.2,2026-03-15 06:04,2026-03-15 06:04
heraldo_aragon,908,0.981,0.589,535,373,74.6,2026-03-15 06:04,2026-03-15 06:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 06:04,2026-03-15 06:04
levante_emv,903,0.993,0.486,439,464,68.9,2026-03-15 06:04,2026-03-15 06:04
huffington_es,276,0.964,0.504,139,137,68.8,2026-03-15 06:04,2026-03-15 06:04
okdiario,872,0.991,0.474,413,459,68.1,2026-03-15 06:04,2026-03-15 06:04
elcorreo,795,0.995,0.467,371,424,67.8,2026-03-15 06:04,2026-03-15 06:04
google_news_internacional,198,0.947,0.485,96,102,67.0,2026-03-15 06:04,2026-03-15 06:04
efe,19,0.995,0.421,8,11,65.1,2026-03-15 06:04,2026-03-15 06:04
eldiario,270,0.995,0.415,112,158,64.7,2026-03-15 06:04,2026-03-15 06:04
google_news_economia,111,0.951,0.432,48,63,64.0,2026-03-15 06:04,2026-03-15 06:04
newtral,24,0.973,0.417,10,14,63.9,2026-03-15 06:04,2026-03-15 06:04
expansion,179,0.992,0.38,68,111,62.5,2026-03-15 06:04,2026-03-15 06:04
20minutos,806,0.994,0.377,304,502,62.4,2026-03-15 06:04,2026-03-15 06:04
elespanol,206,0.991,0.369,76,130,61.8,2026-03-15 06:04,2026-03-15 06:04
france24_es,171,0.98,0.374,64,107,61.6,2026-03-15 06:04,2026-03-15 06:04
lavanguardia,710,0.994,0.341,242,468,60.2,2026-03-15 06:04,2026-03-15 06:04
elmundo,174,0.995,0.333,58,116,59.8,2026-03-15 06:04,2026-03-15 06:04
google_news_politica,86,0.956,0.36,31,55,59.8,2026-03-15 06:04,2026-03-15 06:04
sur,125,0.978,0.344,43,82,59.8,2026-03-15 06:04,2026-03-15 06:04
elmundo_espana,44,0.991,0.318,14,30,58.7,2026-03-15 06:04,2026-03-15 06:04
google_news_es,851,0.99,0.276,235,616,56.2,2026-03-15 06:04,2026-03-15 06:04
elpais,464,0.994,0.272,126,338,56.1,2026-03-15 06:04,2026-03-15 06:04
elconfidencial,60,0.988,0.25,15,45,54.5,2026-03-15 06:04,2026-03-15 06:04
elpais_internacional,26,0.977,0.231,6,20,52.9,2026-03-15 06:04,2026-03-15 06:04
elmundo_internacional,38,0.985,0.211,8,30,52.1,2026-03-15 06:04,2026-03-15 06:04
infolibre,78,0.995,0.167,13,65,49.8,2026-03-15 06:04,2026-03-15 06:04
europapress,91,0.989,0.121,11,80,46.8,2026-03-15 06:04,2026-03-15 06:04
bbc_mundo,39,0.968,0.128,5,34,46.4,2026-03-15 06:04,2026-03-15 06:04
maldita,23,0.982,0.783,18,5,86.3,2026-03-15 06:34,2026-03-15 06:34
heraldo_aragon,904,0.981,0.586,530,374,74.4,2026-03-15 06:34,2026-03-15 06:34
el_confidencial_tech,19,0.983,0.579,11,8,74.1,2026-03-15 06:34,2026-03-15 06:34
levante_emv,914,0.993,0.49,448,466,69.1,2026-03-15 06:34,2026-03-15 06:34
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 06:34,2026-03-15 06:34
okdiario,861,0.991,0.467,402,459,67.7,2026-03-15 06:34,2026-03-15 06:34
google_news_internacional,202,0.947,0.48,97,105,66.7,2026-03-15 06:34,2026-03-15 06:34
newtral,26,0.975,0.462,12,14,66.7,2026-03-15 06:34,2026-03-15 06:34
huffington_es,274,0.964,0.467,128,146,66.6,2026-03-15 06:34,2026-03-15 06:34
elcorreo,792,0.995,0.442,350,442,66.3,2026-03-15 06:34,2026-03-15 06:34
efe,19,0.995,0.421,8,11,65.1,2026-03-15 06:34,2026-03-15 06:34
eldiario,311,0.995,0.418,130,181,64.9,2026-03-15 06:34,2026-03-15 06:34
google_news_economia,112,0.949,0.42,47,65,63.2,2026-03-15 06:34,2026-03-15 06:34
20minutos,793,0.994,0.372,295,498,62.1,2026-03-15 06:34,2026-03-15 06:34
elespanol,204,0.991,0.368,75,129,61.7,2026-03-15 06:34,2026-03-15 06:34
expansion,177,0.993,0.362,64,113,61.4,2026-03-15 06:34,2026-03-15 06:34
france24_es,170,0.98,0.359,61,109,60.7,2026-03-15 06:34,2026-03-15 06:34
lavanguardia,716,0.994,0.345,247,469,60.5,2026-03-15 06:34,2026-03-15 06:34
sur,125,0.978,0.336,42,83,59.3,2026-03-15 06:34,2026-03-15 06:34
elmundo,173,0.995,0.324,56,117,59.2,2026-03-15 06:34,2026-03-15 06:34
elmundo_espana,44,0.991,0.318,14,30,58.7,2026-03-15 06:34,2026-03-15 06:34
google_news_politica,84,0.956,0.333,28,56,58.2,2026-03-15 06:34,2026-03-15 06:34
elpais,512,0.995,0.275,141,371,56.3,2026-03-15 06:34,2026-03-15 06:34
google_news_es,843,0.99,0.273,230,613,56.0,2026-03-15 06:34,2026-03-15 06:34
elconfidencial,60,0.988,0.267,16,44,55.5,2026-03-15 06:34,2026-03-15 06:34
elpais_internacional,26,0.976,0.269,7,19,55.2,2026-03-15 06:34,2026-03-15 06:34
elmundo_internacional,38,0.985,0.237,9,29,53.6,2026-03-15 06:34,2026-03-15 06:34
infolibre,95,0.995,0.189,18,77,51.1,2026-03-15 06:34,2026-03-15 06:34
bbc_mundo,39,0.968,0.154,6,33,48.0,2026-03-15 06:34,2026-03-15 06:34
europapress,91,0.989,0.132,12,79,47.5,2026-03-15 06:34,2026-03-15 06:34
maldita,23,0.982,0.783,18,5,86.3,2026-03-15 07:04,2026-03-15 07:04
el_confidencial_tech,19,0.982,0.579,11,8,74.0,2026-03-15 07:04,2026-03-15 07:04
heraldo_aragon,899,0.981,0.578,520,379,73.9,2026-03-15 07:04,2026-03-15 07:04
