window,representative,sources,n_sources,n_titles,avg_similarity,coord_score,all_titles,detected_at,cycle
2026-03-11 08:00:00,"Última hora de la guerra en Irán, en directo | Un proyectil daña un buque de contenedores en el estrecho de - LaSexta","expansion, google_news_es, lavanguardia",3,3,0.467,35,"Guerra de EE.UU. e Israel contra Irán: última hora de Jamenei, el ataque de Israel en Beirut y el estrecho de Ormuz en la guerra en Irán | Las consecuencias económicas de la guerra con Irán | Última hora de la guerra en Irán, en directo | Un proyectil daña un buque de contenedores en el estrecho de - LaSexta",2026-03-12 04:32,2026-03-12 04:32
2026-03-11 12:00:00,Bruselas pide multar a España por no aplicar la directiva que exime de IVA a pymes y autónomos,"elpais, europapress, heraldo_aragon, lavanguardia",4,4,0.696,69,Bruselas pide multar a España por no aplicar la directiva que exime del IVA a autónomos | Bruselas pide multar a España por no aplicar la directiva que exime de IVA a pymes y autónomos | Bruselas lleva a España a la justicia europea por no trasponer la directiva que exime del IVA a los autónomos | Bruselas pide al TJUE multar a España por no aplicar la directiva que exime del IVA a pymes y autónomos,2026-03-12 05:02,2026-03-12 05:02
2026-03-11 18:00:00,La UCO detiene a los dos hermanos investigados por la desaparición de Francisca Cadenas tras hallar restos óseos en su casa de Hornachos,"20minutos, elcorreo, elespanol, elmundo, google_news_es",5,6,0.514,64,Detenidos los hermanos tras hallar restos óseos en una vivienda registrada por la desaparición de Francisca Cadenas | Detenidos los investigados por la desaparición de Francisca Cadenas en 2017 después de hallar restos óseos en una vivienda | Hallan restos óseos en una vivienda registrada por la desaparición de Francisca Cadenas | La UCO detiene a dos hermanos por la desaparición de Francisca Cadenas tras hallar restos óseos bajo unas baldosas en su casa | La UCO detiene a los dos hermanos investigados por la desaparición de Francisca Cadenas tras hallar restos óseos en su casa de Hornachos,2026-03-12 05:02,2026-03-12 05:02
2026-03-11 18:00:00,Detenidos los dos hermanos vecinos de Francisca Cadenas tras el hallazgo de restos óseos en su vivienda de Hornachos,"elpais, google_news_es, lavanguardia, levante_emv",4,8,0.595,59,Detenidos dos hermanos por la desaparición de Francisca Cadenas hace nueve años tras el hallazgo de restos óseos | Detenidos dos hermanos por la desaparición de Francisca Cadenas hace nueve años tras el hallazgo de restos óseos en su vivienda | Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos | Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos “compatibles” | Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos “compatibles” con la mujer,2026-03-12 05:02,2026-03-12 05:02
2026-03-11 10:00:00,"Sánchez presenta ‘Hodio’, la nueva herramienta para medir el odio en redes sociales - La Veu Lliure","elcorreo, google_news_politica, huffington_es",3,3,0.583,43,"Sánchez presenta ‘Hodio’, la nueva herramienta para medir el odio en redes sociales - La Veu Lliure | Sánchez lanza 'Hodio', una herramienta para medir el alcance de discursos de odio en redes sociales | Así es &quot;Hodio&quot;, la herramienta digital de Sánchez para rastrear el odio en redes",2026-03-12 05:02,2026-03-12 05:02
2026-03-10 10:00:00,El presidente del Consejo Europeo rebate a Von der Leyen: «El mundo debe seguir basándose en reglas»,"elcorreo, elespanol, google_news_es",3,3,0.533,39,"El presidente del Consejo Europeo rebate a Von der Leyen: «El mundo debe seguir basándose en reglas» | Teresa Ribera discrepa de Von der Leyen y avisa: ""Corresponde al Consejo Europeo fijar posición sobre el - LaSexta | El jefe del Consejo Europeo se desmarca de Von der Leyen: ""Nos interesa garantizar que el mundo se base en normas""",2026-03-12 05:02,2026-03-12 05:02
2026-03-11 14:00:00,La AIE acuerda la mayor liberación de reservas de petróleo de la historia para frenar los precios,"elcorreo, elmundo, infolibre",3,4,0.505,37,"La AIE acuerda la mayor liberación de reservas de petróleo de la historia para frenar los precios | La AIE aprueba la mayor liberación de reservas estratégicas de petróleo de la historia | Más de 30 países, incluido España, acuerdan la mayor liberación de reservas de petróleo de la historia para frenar el 'shock´ de precios y suministro | La AIE acuerda la mayor liberación de reservas de petróleo de la historia: 400 millones de barriles",2026-03-12 05:02,2026-03-12 05:02
2026-03-11 10:00:00,El detenido por la muerte de tres mujeres en el incendio de Miranda de Ebro tiene múltiples antecedentes por violencia machista,"elpais, google_news_es, heraldo_aragon",3,3,0.485,36,"El detenido por la muerte de tres mujeres en el incendio de Miranda de Ebro tiene múltiples antecedentes por violencia machista | Un detenido por el incendio con tres fallecidas en Miranda de Ebro, que se investiga como violencia machista | Detenido un hombre por su presunta implicación en el incendio en Miranda de Ebro donde han muerto tres mujeres - Cadena SER",2026-03-12 05:32,2026-03-12 05:32
2026-03-11 14:00:00,Países de la AIE liberan 400 millones de barriles de petróleo de sus reservas estratégicas - SWI swissinfo.ch,"20minutos, google_news_es, lavanguardia, okdiario",4,4,0.523,52,"La AIE libera 400 millones de barriles de petróleo de sus reservas y apenas cubrirá una semana de suministro | Países de la AIE liberan 400 millones de barriles de petróleo de sus reservas estratégicas - SWI swissinfo.ch | La AIE acuerda liberar 400 millones de barriles de petróleo de sus reservas, la mayor cifra de su historia | Los países de la AIE liberarán 400 millones de barriles de petróleo por la guerra de Irán y España aportará hasta un 2% de sus reservas",2026-03-12 06:02,2026-03-12 06:02
2026-03-11 12:00:00,Un nuevo caso de peste porcina en Barcelona obliga a volver a cerrar el Parque de Collserola,"20minutos, eldiario, lavanguardia",3,6,0.662,49,"El primer caso de peste porcina africana en la ciudad de Barcelona obliga a cerrar el parque natural de Collserola | Otro caso de peste porcina en Barcelona obliga a volver a cerrar el Parque de Collserola | Un nuevo caso de peste porcina en Barcelona obliga a volver a cerrar el Parque de Collserola | Un nuevo caso de peste porcina en Barcelona obliga a volver a cerrar el parque de Collserola | Detectado el primer caso de peste porcina en Barcelona, que obliga a cerrar el Parque de Collserola",2026-03-12 06:02,2026-03-12 06:02
2026-03-11 06:00:00,Alcaraz - Ruud: horario y dónde ver el partido de octavos de final de Indian Wells 2026 por TV,"eldiario, lavanguardia, okdiario",3,3,0.584,43,Alcaraz - Ruud: horario y dónde ver el partido de octavos de final de Indian Wells 2026 por TV | Carlos Alcaraz - Casper Ruud: dónde y cuándo ver el partido del español en el Masters 1000 de Indian Wells | A qué hora juega Carlos Alcaraz – Ruud en el partido de octavos de Indian Wells 2026 y dónde ver gratis en directo y por televisión,2026-03-12 06:02,2026-03-12 06:02
2026-03-09 06:00:00,El precio del petróleo se dispara por encima de los 100 dólares por la guerra en Irán - RTVE.es,"20minutos, expansion, google_news_es",3,3,0.544,40,El precio del petróleo se dispara por encima de los 100 dólares por la guerra en Irán - RTVE.es | El petróleo se dispara por encima de 100 dólares y castiga las Bolsas | El miedo a una crisis energética por la guerra en Irán dispara el precio del petróleo a 100 dólares y catapulta el del gas,2026-03-12 06:02,2026-03-12 06:02
2026-03-09 12:00:00,La Justicia ordena a la Comunidad de Madrid la creación del registro de objetores del aborto,"elconfidencial, eldiario, elespanol, elpais, google_news_es, huffington_es, infolibre",7,8,0.609,100,"La justicia ordena a la Comunidad de Madrid la creación del registro de objetores del aborto | La Justicia ordena a Madrid iniciar ya la creación del registro de objetores del aborto | La Justicia ordena a la Comunidad de Madrid iniciar ""de inmediato"" la creación del registro de objetores del aborto - RTVE.es | El Tribunal Superior de Justicia de Madrid ordena al Gobierno de Ayuso iniciar la creación del registro de objetores del aborto | La Justicia ordena a Ayuso iniciar ya la creación del registro de objetores del aborto",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,Un juzgado admite la segunda denuncia contra Errejón por presunta agresión sexual,"20minutos, elconfidencial, elcorreo, elespanol, europapress, huffington_es, levante_emv",7,8,0.674,100,"Un juzgado admite a trámite la segunda denuncia contra Errejón, esta por presunta violación | Un juzgado de Madrid admite a trámite la segunda denuncia contra Errejón por una presunta agresión sexual a una mujer | Un juzgado admite la segunda denuncia contra Íñígo Errejón por otra presunta agresión sexual | Un juzgado admite la segunda denuncia contra Errejón por agresión sexual | Un juzgado admite a trámite la segunda denuncia contra Íñigo Errejón por agresión sexual",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,Tres muertos y cuatro heridos en el incendio de un edificio en Miranda de Ebro (Burgos),"20minutos, elconfidencial, elcorreo, eldiario, elespanol, elmundo, elpais, google_news_es, huffington_es, infolibre, levante_emv, okdiario",12,14,0.588,100,"Al menos tres muertos y cuatro heridos en el incendio de un edificio de Miranda de Ebro (Burgos) | Tres muertos y cuatro heridos en un incendio en una vivienda en Miranda de Ebro (Burgos) | Tres mujeres muertas y cuatro heridos en un incendio en una vivienda en Miranda de Ebro (Burgos) | Al menos tres muertos y cuatro heridos en el incendio de un edificio en Miranda de Ebro (Burgos) - Cadena SER | Tres muertos y cuatro heridos, dos de ellos menores, en un incendio en Miranda",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 14:00:00,Muere el escritor peruano Alfredo Bryce Echenique a los 87 años,"elcorreo, eldiario, elpais, google_news_es, heraldo_aragon, infolibre, okdiario",7,8,0.585,100,"Muere Alfredo Bryce Echenique, autor de ‘Un mundo para Julius’, a los 87 años | Muere Alfredo Bryce Echenique a los 87 años, el último gran representante del Boom latinomericano - RTVE.es | Muere a los 87 años el escritor peruano Alfredo Bryce Echenique | Muere el escritor peruano Alfredo Bryce Echenique a los 87 años de edad | El escritor peruano Alfredo Bryce Echenique fallece a los 87 años",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 18:00:00,Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos,"elcorreo, elespanol, elmundo, elpais, google_news_es, heraldo_aragon, lavanguardia, levante_emv",8,11,0.498,99,Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallar huesos | Detenidos dos hermanos por la desaparición de Francisca Cadenas hace nueve años tras el hallazgo de restos óseos | Detenidos dos hermanos por la desaparición de Francisca Cadenas hace nueve años tras el hallazgo de restos óseos en su vivienda | Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos | Detenidos dos hermanos por la desaparición de Francisca Cadenas tras hallarse restos óseos “compatibles”,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 08:00:00,El PP propone doblar la deducción por hijo en IRPF y bajar al 10% el IVA de la energía,"elcorreo, elmundo, europapress, expansion, google_news_es",5,6,0.733,91,El PP propone bajar al 10% el IVA de la energía mientras dure la guerra y un alivio fiscal de 200 euros en el IRPF | El PP propone bajar la deducción por hijo en el IRPF y el 10% del IVA de la energía | El PP propone doblar la deducción por hijo en IRPF y bajar al 10% el IVA de la energía - The Objective | El PP propone doblar la deducción por hijo en IRPF y bajar al 10% el IVA de la energía | El PP propone doblar la deducción por hijo en el IRPF y bajar el 10% del IVA de la energía,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,"Von der Leyen dice ahora que la UE ""siempre defenderá"" el orden internacional","elcorreo, europapress, heraldo_aragon, huffington_es, levante_emv",5,5,0.694,86,"Von der Leyen dice ahora que la UE &quot;siempre defenderá&quot; el orden internacional | Von der Leyen recula y dice ahora que la UE «siempre defenderá el derecho internacional» | Von der Leyen rectifica y dice ahora que la UE ""siempre defenderá"" el orden internacional | Von der Leyen se retracta y dice ahora que la UE &quot;siempre defenderá&quot; el orden internacional | Von der Leyen dice ahora que la UE ""siempre defenderá"" el orden internacional",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,"El Gobierno cesa a la embajadora en Israel, llamada a consultas tras el último choque con Netanyahu","elcorreo, elmundo_espana, europapress, google_news_politica, lavanguardia",5,7,0.657,82,"El Gobierno rebaja su representación en Israel con el cese de la embajadora tras el último choque con Netanyahu | El Gobierno cesa a la embajadora en Israel tras el último choque con Netanyahu | El Gobierno cesa a la embajadora en Israel, llamada a consultas tras el último choque con Netanyahu | El Gobierno retira a la embajadora en Israel por el último choque con Netanyahu | El Gobierno cesa a la embajadora en Israel, llamada a consultas tras el último choque con Netanyahu - La Vanguardia",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 08:00:00,"El exsecretario de Nuevas Generaciones del PP admite que avisó a Vox de su dimisión y dice que ""quizás"" fiche por ese partido","20minutos, europapress, google_news_politica, huffington_es, lavanguardia",5,6,0.634,79,"El ex secretario general de Nuevas Generaciones admite que avisó a Vox de su dimisión y que “quizás” fiche por ese partido | El exsecretario de Nuevas Generaciones del PP admite que avisó a Vox de su dimisión y dice que ""quizás"" fiche por ese partido | El exsecretario de Nuevas Generaciones del PP admite que avisó a Vox: ""quizás"" fiche por ese partido | El exsecretario general de NNGG del PP admite que avisó a Vox de su dimisión y que &quot;quizás&quot; fiche por ese partido | El exlíder de Nuevas Generaciones del PP admite que avisó a Vox de su dimisión - The Objective",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,La Agencia Internacional de Energía propone la mayor liberación de reservas estratégicas de petróleo de la historia,"europapress, expansion, google_news_es, huffington_es, levante_emv, okdiario",6,6,0.529,79,"La Agencia Internacional de la Energía plantea la mayor liberación de reservas de petróleo de la historia para frenar la crisis energética | La AIE propone la mayor liberación de reservas de petróleo de su historia, según ‘The Wall Street Journal’ - EL PAÍS | La Agencia Internacional de la Energía propone vaciar las reservas de petróleo para controlar los precios | La AIE propone la mayor liberación de reservas de petróleo de su historia para abaratar el crudo | La Agencia Internacional de Energía propone la mayor liberación de reservas estratégicas de petróleo de la historia",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 12:00:00,Bruselas pide multar a España por no aplicar la directiva que exime del IVA a pymes y autónomos,"elpais, europapress, heraldo_aragon, lavanguardia",4,5,0.747,74,Bruselas pide multar a España por no aplicar la directiva que exime del IVA a autónomos | Bruselas pide multar a España por no aplicar la directiva que exime del IVA a pymes y autónomos | Bruselas pide multar a España por no aplicar la directiva que exime de IVA a pymes y autónomos | Bruselas lleva a España a la justicia europea por no trasponer la directiva que exime del IVA a los autónomos | Bruselas pide al TJUE multar a España por no aplicar la directiva que exime del IVA a pymes y autónomos,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 16:00:00,"Mario Rodríguez, nuevo presidente de Mediaset España","20minutos, expansion, lavanguardia, okdiario",4,6,0.726,72,"Mario Rodríguez, nuevo presidente de Mediaset España | Revolución en Mediaset: Mario Rodríguez, nuevo presidente del grupo | Mario Rodríguez sustituye a Garmendia como presidente de Mediaset España | Mario Rodríguez, nombrado como nuevo presidente de Mediaset España | Mario Rodríguez se convierte en el nuevo presidente de Mediaset",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"Arbeloa manda otro recado a Laporta: ""Fue él quien cuadruplicó los pagos a Negreira""","20minutos, elcorreo, lavanguardia, levante_emv",4,4,0.723,72,"Arbeloa manda otro recado a Laporta: ""Fue él quien cuadruplicó los pagos a Negreira"" | Álvaro Arbeloa contesta con dureza a Joan Laporta: ""Fue él quien cuadruplicó los pagos a Negreira"" | Arbeloa responde a Laporta: «Fue quien cuadriplicó los pagos a Negreira» | Arbeloa dispara a Laporta mientras espera a Guardiola: “Fue él quien cuadruplicó los pagos a Negreira...”",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"El Pentágono advierte que este martes será el ""día más intenso"" de ataques contra Irán","eldiario, elpais, france24_es, google_news_es, lavanguardia, levante_emv",6,7,0.486,72,"El Pentágono anuncia que hoy será “el día más intenso de ataques” en la guerra de Irán | El jefe del Pentágono dice que el martes será el día «más intenso» de ataques contra Irán - SWI swissinfo.ch | El Pentágono advierte que este martes será el ""día más intenso"" de ataques contra Irán | Guerra de EE.UU. e Israel contra Irán | Última hora: el Pentágono asegura que hoy será “el día más intenso” en los ataques a Irán | El jefe del Pentágono advierte: ""Hoy será, una vez más, nuestro día más intenso de ataques en Irán""",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 14:00:00,"Muere a los 89 años el periodista Raúl del Pozo, cronista político y escritor","20minutos, elcorreo, elpais, europapress, levante_emv, okdiario",6,12,0.48,72,"Muere a los 89 años el periodista Raúl del Pozo, cronista político y escritor | Muere el periodista Raúl del Pozo a los 89 años | Muere a los 89 años Raúl del Pozo, referente del periodismo | Muere a los 89 años Raúl del Pozo, periodista de raza | Muere el periodista Raúl del Pozo a los 89 años en Madrid",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,Sánchez comparecerá en el Congreso el 25 de marzo para informar de la posición de España en la guerra de Irán,"eldiario, europapress, expansion, google_news_es, huffington_es",5,6,0.558,69,Sánchez comparecerá en el Congreso el día 25 para explicar la posición de España sobre Irán - EL PAÍS | Sánchez comparecerá el 25 de marzo en el Congreso para explicar la posición de España en el conflicto en - LaSexta | Sánchez comparecerá el 25 de marzo para explicar la posición del Gobierno en Irán | Sánchez comparecerá ante el Congreso el 25 de marzo para informar sobre la posición de España en la guerra de Irán | Sánchez comparecerá en el Congreso el 25 de marzo para dar explicaciones sobre la posición de España en la guerra de Irán,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 08:00:00,"Turquía despliega seis cazas F-16 y defensas antiaéreas en el norte de Chipre para ""aumentar la seguridad""","20minutos, google_news_es, heraldo_aragon",3,3,0.925,69,"Turquía despliega seis cazas F-16 y defensas antiaéreas en el norte de Chipre | Turquía despliega seis cazas F-16 y defensas antiaéreas en el norte de Chipre para ""aumentar la seguridad"" | Turquía despliega seis cazas F-16 y defensas antiaéreas en el norte de Chipre para ""aumentar la seguridad"" - 20Minutos",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,Localizan el cadáver de un hombre flotando en el lago de la Casa de Campo,"20minutos, elconfidencial, lavanguardia",3,3,0.922,69,Encuentran el cadáver de un hombre flotando en el lago de la Casa de Campo | Localizan el cadáver de un hombre flotando en el lago de la Casa de Campo de Madrid | Localizan el cadáver de un hombre flotando en el lago de la Casa de Campo,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 16:00:00,España estudiará participar en el operativo naval en Ormuz si Macron concreta su propuesta,"elcorreo, google_news_es, google_news_politica",3,3,0.911,68,España estudiará participar en el operativo naval en Ormuz si Macron concreta su propuesta - El Correo | España estudiará participar en el operativo naval en Ormuz si Macron concreta su propuesta | España estudiará participar en el operativo naval en Ormuz si Macron concreta su propuesta - El Diario Vasco,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,"Las cajas negras de Adamuz revelan que entre el ""primer síntoma de descarrilamiento"" y el choque pasaron 15 segundos","20minutos, heraldo_aragon, huffington_es, lavanguardia",4,7,0.661,66,"Las cajas negras revelan que en Adamuz entre descarrilamiento y choque pasaron 15 segundos | Las cajas negras de Adamuz dicen que entre descarrilamiento y choque pasaron 15 segundos | Las cajas negras dicen el choque de los dos trenes se dio 15 segundos después del descarrilamiento | Las cajas negras de Adamuz desvelan que entre el ""primer síntoma"" de descarrilamiento y el choque pasaron 15 segundos | Las cajas negras de Adamuz revelan que entre el ""primer síntoma de descarrilamiento"" y el choque pasaron 15 segundos",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,Dos detenidos por los mensajes de amenazas y ciberacoso en Instagram contra Ione Belarra,"20minutos, huffington_es, lavanguardia",3,3,0.892,66,Dos detenidos por los mensajes de amenazas y ciberacoso a Ione Belarra | Dos detenidos por los mensajes de amenazas y ciberacoso en Instagram a Ione Belarra | Dos detenidos por los mensajes de amenazas y ciberacoso en Instagram contra Ione Belarra,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 08:00:00,Hallan el cadáver de una persona con las piernas seccionadas en una planta de reciclaje de Paterna,"20minutos, elespanol, levante_emv",3,3,0.881,66,Hallan el cadáver de una persona con las piernas seccionadas en una planta de reciclaje de Paterna (Valencia) | Hallan el cadáver de un indigente con las piernas seccionadas en una planta de reciclaje de Paterna | Hallan el cadáver de una persona con las piernas seccionadas en una planta de reciclaje de Paterna,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 18:00:00,"Champions League: Real Madrid - Manchester City, en directo","elcorreo, elespanol, elpais, levante_emv",4,4,0.659,65,"Real Madrid - Manchester City, en directo | Mendy, Pitarch y Brahim entran en el once del Madrid | Directo | Real Madrid - Manchester City | Champions League: Real Madrid - Manchester City, en directo | Real Madrid - Manchester City, en directo: alineaciones, horario y dónde ver el partido de la Champions League",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,"Meloni reconoce que la operación en Irán estuvo ""fuera del derecho internacional""","20minutos, infolibre, lavanguardia",3,3,0.859,64,"Meloni reitera que la operación en Irán estuvo fuera del derecho internacional pero con matices | Meloni reconoce que la operación en Irán estuvo ""fuera del derecho internacional"" | Meloni reconoce que la operación en Irán estuvo fuera del derecho internacional",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 12:00:00,Las exmonjas de Belorado abandonan el convento antes del desahucio,"elcorreo, eldiario, elpais, google_news_es, heraldo_aragon",5,5,0.51,63,Las exmonjas de Belorado abandonan el convento antes del desahucio | Sin un final de película: las monjas rebeldes de Belorado abandonan el convento antes del desahucio | Sin un final de película: las monjas rebeldes de Belorado abandonan el convento antes del desahucio - EL PAÍS | Las exmonjas de Belorado empiezan a abandonar el convento ante su inminente desahucio | Las monjas cismáticas de Belorado abandonan el convento burgalés,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,Dos detenidos por ciberacosar a Ione Belarra a través de mensajes en una red social,"elconfidencial, elmundo, europapress",3,3,0.826,61,Dos detenidos por acosar a Ione Belarra a través de mensajes en una red social | Dos detenidos por ciberacosar a Ione Belarra a través de mensajes privados en una red social | Dos detenidos por ciberacosar a Ione Belarra a través de mensajes en una red social,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 16:00:00,Un hombre se atrinchera en una vivienda de Madrid armado con un arma blanca,"20minutos, elconfidencial, elpais, levante_emv",4,4,0.619,61,Un hombre se atrinchera en una vivienda de Madrid armado con una catana | Un hombre se atrinchera en una vivienda de Madrid armado con un arma blanca | Un hombre se atrinchera en una vivienda de Madrid con un arma blanca | Un hombre se atrinchera en una vivienda de Retiro con una catana,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"El Gobierno responde a Von der Leyen: ""La alternativa al orden internacional son el desorden y la guerra""","elcorreo, eldiario, elmundo, levante_emv",4,4,0.619,61,"El Gobierno responde a Von der Leyen: ""La alternativa al orden internacional son el desorden y la guerra"" | El Gobierno replica a Von der Leyen: «La alternativa al orden internacional es el desorden y el caos» | El Gobierno se distancia de Von der Leyen y urge a Europa a defender el orden internacional: ""Lo contrario es desorden"" | El Gobierno de Sánchez replica a Von der Leyen que ""la alternativa al orden internacional es el desorden"": ""Uno tiene que optar entre la paz o la guerra""",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,La AIE liberará 400 millones de barriles de petróleo en la mayor intervención de su historia - El Economista,"elpais, europapress, google_news_es, lavanguardia",4,4,0.613,61,La AIE liberará 400 millones de barriles de petróleo en la mayor intervención de su historia - El Economista | La AIE liberará 400 millones de barriles de petróleo de sus reservas | La AIE acuerda liberar 400 millones de barriles en la mayor intervención de reservas de petróleo de la historia | La AIE liberará 400 millones de barriles de petróleo en la mayor intervención de su historia,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,"Von der Leyen: ""No debería derramarse ni una lágrima por el régimen iraní""","elcorreo, huffington_es, levante_emv",3,3,0.811,60,"Von der Leyen: ""No debería derramarse ni una lágrima por el régimen iraní"" | Von der Leyen se posiciona a favor de Israel y EEUU: &quot;No debería derramarse ni una lágrima por el régimen iraní&quot; | Guerra en Oriente Medio: «No debería derramarse ni una lágrima por el régimen iraní», dice Von der Leyen",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 12:00:00,"Tres menores heridos por quemaduras, dos de ellos graves, tras una explosión durante un experimento en una escuela de Porqueres (Girona)","elmundo, elmundo_espana, levante_emv",3,3,0.794,59,"Tres menores heridos, dos de ellos graves, tras una explosión durante un experimento en una escuela de Girona | Tres menores heridos por quemaduras, dos de ellos en estado grave, tras una explosión durante un experimento en una escuela de Porqueres (Girona) | Tres menores heridos por quemaduras, dos de ellos graves, tras una explosión durante un experimento en una escuela de Porqueres (Girona)",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 18:00:00,El concejal del PSOE en Aranjuez que lanzó un café a la cara del portavoz de Vox entregará su acta este martes,"eldiario, elpais, heraldo_aragon",3,3,0.78,58,El concejal del PSOE en Aranjuez que lanzó un café a la cara del portavoz de Vox entregará su acta este martes | El concejal del PSOE que lanzó un café a la cara al portavoz de Vox entregará su acta | El concejal del PSOE en Aranjuez que lanzó un café a la cara al portavoz de Vox dimitirá,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 14:00:00,Muere un hombre en silla de ruedas atropellado por un camión que maniobraba marcha atrás en Campo Real,"20minutos, elespanol, okdiario",3,4,0.785,58,Fallece un hombre en silla de ruedas atropellado por un camión que maniobraba marcha atrás en Campo Real | Muere un hombre en silla de ruedas atropellado por un camión que maniobraba marcha atrás en Campo Real | Muere un hombre en silla de ruedas atropellado por un camión en una maniobra marcha atrás | Muere un hombre en silla de ruedas tras ser atropellado por un camión que maniobraba marcha atrás en Campo Real,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,Ortega Smith denuncia a Vox por filtrar su expediente de expulsión,"20minutos, elcorreo, eldiario, elmundo, huffington_es",5,5,0.47,58,"Ortega Smith denuncia a Vox por filtrar su expediente de expulsión | Ortega Smith denuncia ante Protección de Datos a la Ejecutiva de Vox y su Comité de Garantías por ""filtrar"" su expulsión | Ortega Smith denuncia a Vox por &quot;filtrar&quot; su expulsión | Ortega Smith dice que mantendrá su escaño en el Congreso aunque sea en el Grupo Mixto y denuncia a Vox por ""filtrar"" sus datos | Ortega Smith denuncia a la ejecutiva de Vox ante la Agencia de Protección de Datos por filtrar su expediente",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,Detenido un hombre acusado de empujar a su pareja desde un cuarto piso en Barcelona,"elconfidencial, elmundo, heraldo_aragon",3,3,0.762,57,Detenido un hombre acusado de empujar a su pareja por la ventana de un cuarto piso | Detenido un hombre de 39 años acusado de empujar a su pareja desde un cuarto piso en Polinyà (Barcelona) | Detenido un hombre acusado de empujar a su pareja desde un cuarto piso en Barcelona,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Segundo oro de Audrey Pascual: gana la prueba combinada del esquí alpino en los Juegos Paralímpicos,"20minutos, google_news_es, levante_emv, okdiario",4,5,0.565,56,Audrey Pascual hace historia en los Juegos Paralímpicos y conquista su segundo oro | Audrey Pascual suma su segundo oro al vencer en la combinada de los Juegos de Invierno | Segundo oro de Audrey Pascual: gana la prueba combinada del esquí alpino en los Juegos Paralímpicos de Invierno | Segundo oro de Audrey Pascual: gana la prueba combinada del esquí alpino en los Juegos Paralímpicos | Audrey Pascual logra su segundo oro en los Juegos Paralímpicos de Milán - Servimedia,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 16:00:00,Trump arremete de nuevo contra España: “No está cooperando”,"eldiario, elpais, google_news_es, google_news_politica",4,6,0.566,56,"Trump arremete de nuevo contra España: “No está cooperando” | Trump arremete de nuevo contra España: “No está cooperando” - EL PAÍS | Trump vuelve a arremeter contra España: ""No está cooperando"" - El Plural | Trump vuelve a arremeter contra España: ""No está cooperando"" - ElPlural.com | Última hora del ataque de EE UU e Israel contra Irán, en directo | Trump arremete de nuevo contra España: “No está cooperando”",2026-03-12 07:02,2026-03-12 07:02
