window,representative,sources,n_sources,n_titles,avg_similarity,coord_score,all_titles,detected_at,cycle
2026-03-11 06:00:00,Amancio Ortega cobrará este año 3.234 millones en dividendos de Inditex,"expansion, google_news_es, lavanguardia",3,5,0.584,43,"Amancio Ortega cobrará este año 3.234 millones en dividendos de Inditex | Amancio Ortega cobrará este año 3.234 millones en dividendos de Inditex - La Vanguardia | Inditex eleva un 4,2% el dividendo y Amancio Ortega cobrará 3.233 millones este año | Amancio Ortega recibirá este año 3.234 millones en dividendos de Inditex, que eleva un 4,1% la retribución - Europa Press | Amancio Ortega percibirá 3.234 millones en dividendos de Inditex tras elevar un 4,1% la retribución - democrata.es",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,Audrey Pascual sigue imparable en los Juegos Paralímpicos y conquista el oro de supergigante,"google_news_es, huffington_es, okdiario",3,3,0.582,43,"Audrey Pascual sigue imparable en los Juegos Paralímpicos y conquista el oro de supergigante | Audrey Pascual, oro en el supergigante de lo Juegos Paralímpicos de Milán-Cortina | Los Reyes celebran el oro de Audrey Pascual en los Juegos Paralímpicos de Invierno - Servimedia",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 16:00:00,Juan Ayuso se retira de la París-Niza tras sufrir una fuerte caída,"elmundo, lavanguardia, okdiario",3,3,0.579,43,Juan Ayuso se retira de la París-Niza tras sufrir una fuerte caída | Juan Ayuso abandona la París-Niza retorciéndose de dolor tras una dura caída cuando era líder | Juan Ayuso se retira de la París-Niza tras sufrir una caída en plena defensa del maillot amarillo,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 14:00:00,"Muere a los 87 años el escritor peruano Bryce Echenique, uno de los grandes de las letras latinoamericanas","20minutos, elespanol, elpais",3,3,0.583,43,"Muere a los 87 años el escritor peruano Bryce Echenique, uno de los grandes de las letras latinoamericanas | Muere el escritor peruano Alfredo Bryce Echenique, uno de los grandes de las letras latinoamericanas | Muere el escritor peruano Bryce Echenique a los 87 años",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,"Sánchez anuncia una nueva herramienta para medir el odio en las redes sociales, del que se declara víctima: ""Se ha convertido en un arma política""","elmundo, europapress, google_news_politica",3,6,0.577,43,"Sánchez anuncia la puesta en marcha de una herramienta para medir el odio en las redes sociales: ""Se ha convertido en un arma política"" | Sánchez anuncia la puesta en marcha de una herramienta para medir el odio en las redes sociales: ""Se ha convertido en un arma política"" - El Mundo | Sánchez anuncia una nueva herramienta para medir el odio en las redes sociales, del que se declara víctima: ""Se ha convertido en un arma política"" | Sánchez anuncia una nueva herramienta para vigilar el odio en las redes sociales, del que se declara víctima: ""Se ha convertido en un arma política"" | Sánchez anuncia una nueva herramienta para vigilar el odio en las redes sociales, del que se declara víctima: ""Se ha convertido en un arma política"" - El Mundo",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,"Tres niños de 9 años heridos, dos graves, en una explosión durante un experimento de química en Girona","20minutos, europapress, lavanguardia",3,7,0.563,42,"Tres menores heridos, dos graves, en una explosión durante un experimento de química en Girona | Tres niños de 9 años heridos, dos graves, en una explosión durante un experimento de química en Girona | Tres niños de 9 años heridos, dos graves, en una explosión en un experimento químico en un colegio de Girona | Tres niños de nueve años heridos, dos de ellos graves, por una explosión en un experimento escolar de química en Girona | Tres niños heridos, dos graves, por una explosión en un experimento escolar",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Vox entierra la Ley de Memoria Democrática de Baleares con el apoyo del PP,"infolibre, lavanguardia, okdiario",3,3,0.565,42,Vox entierra la Ley de Memoria Democrática de Baleares con el apoyo del PP | Vox y PP derogan la Ley de Memoria Democrática de Balears | Prohens liquida la ley de memoria de Baleares y mantiene a salvo su pacto con Vox,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,"Von der Leyen dará 200 millones para crear mini reactores: ""Europa cometió un error al alejarse de la energía nuclear""","20minutos, heraldo_aragon, huffington_es",3,6,0.571,42,"Von der Leyen cree que Europa cometió un &quot;error estratégico&quot; al alejarse de la energía nuclear y anuncia un plan de mini reactores | Von der Leyen se alinea con Macron y asegura que Europa ""cometió un error estratégico"" al alejarse de la energía nuclear | Von der Leyen dice que Europa ""cometió un error"" al alejarse de la energía nuclear y dará 200 millones para desarrollar mini-reactores | Von der Leyen dará 200 millones para crear mini reactores: ""Europa cometió un error al alejarse de la energía nuclear"" | Von der Leyen dará 200 millones de euros para mini reactores: ""Se cometió un error al alejarse de la energía nuclear""",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,"Champions League: Newcastle - FC Barcelona, en directo","elespanol, google_news_es, levante_emv",3,3,0.553,41,"Champions League: Newcastle - FC Barcelona, en directo | Newcastle - FC Barcelona, en directo hoy la ida de octavos de final de la Champions - RTVE.es | Newcastle - FC Barcelona, en directo la Champions League: resultado, goleadores y estadísticas en vivo",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,A qué hora juega Carlos Alcaraz – Ruud en el partido de octavos de Indian Wells 2026 y dónde ver gratis en directo y por televisión,"eldiario, lavanguardia, okdiario",3,3,0.554,41,Alcaraz - Ruud: horario y dónde ver el partido de octavos de final de Indian Wells 2026 por TV | Carlos Alcaraz - Casper Ruud: dónde y cuándo ver el partido del español en el Masters 1000 de Indian Wells | A qué hora juega Carlos Alcaraz – Ruud en el partido de octavos de Indian Wells 2026 y dónde ver gratis en directo y por televisión,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 04:00:00,Von der Leyen duda de Europa,"20minutos, elpais, heraldo_aragon",3,3,0.552,41,Von der Leyen duda de Europa | La guerra acaba con el idilio político entre Sánchez y Von der Leyen | Bruselas subraya el compromiso de Von der Leyen con las normas internacionales tras la crítica por su discurso y por opacar a Kallas,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,Koldo García comparece en la comisión de investigación del Parlamento de Navarra,"elconfidencial, eldiario, elpais",3,4,0.539,40,"Koldo García se niega a declarar ante el Parlamento de Navarra: “Tengan su minuto de gloria en este circo mediático” | Koldo García se niega a declarar en la comisión de Navarra y dice que se conocerá ""la verdad con el tiempo"" | Koldo García, en la comisión del Parlamento de Navarra: ""Esto acaba de empezar"" | Koldo García comparece en la comisión de investigación del Parlamento de Navarra",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,"El 53% de la población española de 60 a 64 años trabajó durante 2025, la cifra más alta desde 1970","expansion, lavanguardia, okdiario",3,4,0.543,40,"La tasa de ocupación de 60 a 64 años es la más alta desde 1970, pero sigue por debajo de la europea | El 53% de la población española de 60 a 64 años trabajó durante 2025, la cifra más alta desde 1970 | El Gobierno se carga las prejubilaciones: la cifra de ocupados entre 60 y 64 años toca máximos desde 1970 | Más de la mitad de las personas de 60 a 64 años trabajaban en 2025, máximos desde 1970",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 20:00:00,"Bonoloto: comprobar el resultado del sorteo de hoy, lunes 9 de marzo de 2026","google_news_es, levante_emv, okdiario",3,3,0.536,40,"Sorteo Bonoloto del lunes 9 de marzo de 2026 | Bonoloto: comprobar el resultado del sorteo de hoy, lunes 9 de marzo de 2026 | Bonoloto: Comprobar resultados del sorteo de hoy lunes 9 de marzo de 2026 - La Verdad",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,"Sánchez lanza 'Hodio', una herramienta para medir el alcance de discursos de odio en redes sociales","elcorreo, google_news_politica, huffington_es",3,3,0.528,39,"Sánchez presenta ‘Hodio’, la nueva herramienta para medir el odio en redes sociales - La Veu Lliure | Sánchez lanza 'Hodio', una herramienta para medir el alcance de discursos de odio en redes sociales | Así es &quot;Hodio&quot;, la herramienta digital de Sánchez para rastrear el odio en redes",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,"""No hay ninguna casa de los horrores"", dicen las defensas de la pareja acusada de retener a sus hijos cuatro años en Oviedo","20minutos, elconfidencial, eldiario, europapress",4,4,0.394,39,"""No hay ninguna casa de los horrores"", dicen las defensas de la pareja acusada de retener a sus hijos cuatro años en Oviedo | ""No hay casa de los horrores"": la defensa del matrimonio que encerró 4 años a sus hijos | Arranca el juicio de la ‘casa de los horrores’ de Oviedo: la defensa niega que los padres encerraran a sus hijos durante cuatro años | Los abogados de los padres de Fitoria: ""Es una situación muy compleja, pero no hay ninguna casa de los horrores""",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,Tres mujeres mueren en un incendio provocado por la expareja de una de ellas en Miranda de Ebro,"elcorreo, elmundo, elpais, heraldo_aragon",4,5,0.396,39,Tres mujeres mueren en un incendio provocado por la expareja de una de ellas en Miranda de Ebro | Tres mujeres mueren y otras cuatro personas resultan heridas en un incendio en Miranda | El incendio con tres mujeres muertas en Miranda de Ebro ha sido provocado y el autor se ha entregado | Detenido un hombre por la muerte de tres mujeres en un incendio provocado en Miranda de Ebro (Burgos) | Investigan como violencia de género el incendio provocado en Miranda de Ebro (Burgos) en el que han muerto tres mujeres,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,"Bam Adebayo mete 83 puntos, segunda mejor anotación en la historia de la NBA","eldiario, elpais, okdiario",3,3,0.532,39,"Bam Adebayo anota la segunda marca anotadora más alta en la historia de la NBA: ¡83 puntos! | La segunda mejor marca anotadora de la NBA: Bam Adebayo mete 83 puntos y supera a Kobe Bryant | Bam Adebayo mete 83 puntos, segunda mejor anotación en la historia de la NBA",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,"Teresa Ribera discrepa de Von der Leyen y avisa: ""Corresponde al Consejo Europeo fijar posición sobre el - LaSexta","elcorreo, elespanol, google_news_es",3,3,0.509,38,"El presidente del Consejo Europeo rebate a Von der Leyen: «El mundo debe seguir basándose en reglas» | Teresa Ribera discrepa de Von der Leyen y avisa: ""Corresponde al Consejo Europeo fijar posición sobre el - LaSexta | El jefe del Consejo Europeo se desmarca de Von der Leyen: ""Nos interesa garantizar que el mundo se base en normas""",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 14:00:00,Macron anuncia una misión de carácter &quot;defensivo&quot; internacional para abrir el estrecho de Ormuz,"elespanol, heraldo_aragon, huffington_es",3,3,0.516,38,Macron anuncia una misión &quot;puramente defensiva&quot; para reabrir el estrecho de Ormuz en plena crisis con Irán por el petróleo | Macron anuncia una misión conjunta internacional para proteger a los petroleros y reabrir el estrecho de Ormuz | Macron anuncia una misión de carácter &quot;defensivo&quot; internacional para abrir el estrecho de Ormuz,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,Inditex bate su propio récord al cerrar 2025 con un beneficio de 6.220 millones de euros,"elmundo, infolibre, okdiario",3,3,0.515,38,Inditex bate su propio récord al cerrar 2025 con un beneficio de 6.220 millones de euros | Inditex bate récords por cuarto año consecutivo con un beneficio de 6.220 millones de euros | Inditex aumenta su beneficio un 6% en 2025 y gana un récord de  6.220 millones de euros,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 18:00:00,"Guerra de Irán, última hora, en directo | Trump asegura que la guerra de Irán está ""prácticamente terminada"": ""Vamos muy por delante de lo previsto""","elcorreo, elespanol, elpais",3,3,0.499,37,"Última hora de la Guerra en Oriente Medio: Trump considera que la guerra en Irán está «prácticamente terminada» | Última hora del ataque de EE UU e Israel contra Irán, en directo | Trump dice que la guerra en Irán está “prácticamente terminada” | Guerra de Irán, última hora, en directo | Trump asegura que la guerra de Irán está ""prácticamente terminada"": ""Vamos muy por delante de lo previsto""",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 20:00:00,"Bonoloto: comprobar el resultado del sorteo de hoy, martes 10 de marzo de 2026","elpais, levante_emv, okdiario",3,6,0.496,37,"Bonoloto: comprobar el resultado del sorteo de hoy, martes 10 de marzo de 2026 | Comprobar Euromillones: resultado y números premiados del sorteo hoy martes 10 de marzo de 2026 | ONCE hoy, martes, 10 de marzo de 2026: comprobar el Cupón Diario, Eurojackpot y Super 11 | Sorteo Euromillones del martes 10 de marzo de 2026 | Euromillones: comprobar sorteo del martes 10 de marzo",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,"Sánchez anuncia el lanzamiento de HODIO, para rastrear el odio en redes","heraldo_aragon, infolibre, okdiario",3,3,0.501,37,"Sánchez anuncia el lanzamiento de HODIO, para rastrear el odio en redes | Sánchez anuncia 'Hodio', una herramienta para rastrear la huella de los discursos de odio en redes | Sánchez anuncia la creación de una herramienta de «control del odio» en redes para justificar su censura",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,La AIE libera 400 millones de barriles de petróleo de sus reservas y apenas cubrirá una semana de suministro,"google_news_es, lavanguardia, okdiario",3,3,0.492,36,"La AIE libera 400 millones de barriles de petróleo de sus reservas y apenas cubrirá una semana de suministro | Países de la AIE liberan 400 millones de barriles de petróleo de sus reservas estratégicas - SWI swissinfo.ch | La AIE acuerda liberar 400 millones de barriles de petróleo de sus reservas, la mayor cifra de su historia",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 18:00:00,Detenidos en Badajoz dos hermanos en cuya casa se han encontrado los restos óseos en la búsqueda de Francisca Cadenas,"elespanol, europapress, lavanguardia",3,3,0.49,36,Detenidos en Badajoz dos hermanos en cuya casa se han encontrado los restos óseos en la búsqueda de Francisca Cadenas | Detenidos dos hermanos por la desaparición de Francisca Cadenas al aparecer restos óseos | Hallan restos óseos debajo de unas baldosas en el patio de la casa de dos hermanos en la búsqueda de Francisca Cadenas,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 12:00:00,Defensa se desmarca de la misión de Francia en el estrecho de Ormuz y no enviará cazaminas,"20minutos, heraldo_aragon, lavanguardia",3,3,0.477,35,Defensa se desmarca de la misión de Francia en el estrecho de Ormuz y no enviará cazaminas | Robles insiste en que España no participará en una misión en el estrecho de Ormuz y no enviará cazaminas a la zona | España descarta unirse a la misión de Francia para reabrir el Estrecho de Ormuz,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 10:00:00,"Nacho Abad lanza un comunicado después de la salida de Sarah Santaolalla de 'En boca de todos': ""Sentimos una profunda decepción""","elpais, huffington_es, levante_emv",3,3,0.466,34,"Nacho Abad lanza un comunicado después de la salida de Sarah Santaolalla de 'En boca de todos': ""Sentimos una profunda decepción"" | Nacho Abad responde a Sarah Santaolalla tras su dimisión de &#039;En boca de todos&#039;: &quot;Aquí no hay mercenarios de la información&quot; | Sarah Santaolalla deja ‘En boca de todos’ por su altercado con Antonio Naranjo: “Ninguna persona decente puede tolerar esto”",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 18:00:00,Hallan restos óseos en una casa de los dos investigados por la desaparición de Francisca Cadenas en 2017,"20minutos, elcorreo, okdiario",3,4,0.462,34,Hallan restos óseos en una casa de los dos investigados por la desaparición de Francisca Cadenas en 2017 | Detenidos los investigados por la desaparición de Francisca Cadenas en 2017 después de hallar restos óseos en una vivienda | Hallan restos óseos en una vivienda registrada por la desaparición de Francisca Cadenas | Hallan restos óseos enterrados en la casa de los dos vecinos de la desaparecida Francisca Cadenas,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,Se entrega un hombre sospechoso de provocar el incendio que ha causado tres muertos en Miranda de Ebro,"elconfidencial, eldiario, lavanguardia",3,3,0.454,34,Se entrega un hombre sospechoso de provocar el incendio que ha causado tres muertos en Miranda de Ebro | Detenido un hombre por provocar el incendio en Miranda de Ebro donde han muerto tres personas | Detenido un hombre por un incendio provocado con tres muertos en Miranda de Ebro (Burgos),2026-03-12 07:02,2026-03-12 07:02
2026-03-10 16:00:00,El Supremo confirma la condena de 26 años de prisión a un hombre que asesinó a su exmujer delante de su hijo de seis años,"20minutos, google_news_es, heraldo_aragon",3,3,0.449,33,El Supremo confirma la condena de 26 años de prisión a un hombre que asesinó a su exmujer delante de su hijo de seis años | El Supremo confirma la pena para el que mató a su exmujer delante de su hijo | El Supremo confirma 26 años de cárcel al hombre que asesinó a su expareja frente a su hijo en Villanueva de Gállego - RTVE.es,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,Directo | Newcastle - Barça,"20minutos, elcorreo, lavanguardia",3,3,0.412,30,Directo | Newcastle - Barça | Araújo es la gran novedad del Newcastle-Barça por un Eric Garcia con molestias | Intercambio de ocasiones entre Newcastle y Barça: partidazo igualadísimo,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Sánchez irá al Congreso el 25 de marzo por la guerra de Irán y Bolaños iniciará una ronda con los grupos,"elcorreo, google_news_es, infolibre",3,3,0.409,30,Sánchez irá al Congreso el 25 de marzo por la guerra de Irán y Bolaños iniciará una ronda con los grupos | El Gobierno abrirá ronda de contactos con los grupos parlamentarios por la guerra de Irán | Sánchez explicará al Congreso su posición en la guerra de Irán el 25 de marzo - ABC,2026-03-12 07:02,2026-03-12 07:02
