timestamp,score_global,score_datos_medio,score_nlp,score_rss,modulos_ok,modulos_warn,modulos_error,autocorrecciones,alerta_nlp,alerta_rss
2026-04-13 18:06:54+00:00,92,85.0,100,100,15,2,0,0,,
