source,target,weight,last_update,cycle
google_news_politica,heraldo_aragon,23,2026-03-16 03:31:00+00:00,2026-03-16 03:31
bbc_mundo,heraldo_aragon,22,2026-03-16 03:31:00+00:00,2026-03-16 03:31
eldiario,heraldo_aragon,22,2026-03-16 03:31:00+00:00,2026-03-16 03:31
google_news_politica,lavanguardia,21,2026-03-16 03:31:00+00:00,2026-03-16 03:31
bbc_mundo,lavanguardia,21,2026-03-16 03:31:00+00:00,2026-03-16 03:31
bbc_mundo,eldiario,21,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,heraldo_aragon,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
heraldo_aragon,lavanguardia,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,bbc_mundo,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
expansion,heraldo_aragon,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
bbc_mundo,expansion,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
expansion,google_news_politica,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
google_news_politica,infolibre,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
google_news_economia,google_news_politica,19,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,eldiario,18,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,google_news_politica,18,2026-03-16 03:31:00+00:00,2026-03-16 03:31
eldiario,expansion,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,lavanguardia,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
bbc_mundo,elpais,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,expansion,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
elpais,heraldo_aragon,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
heraldo_aragon,infolibre,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
elconfidencial,google_news_politica,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
20minutos,elpais,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
eldiario,lavanguardia,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
expansion,lavanguardia,17,2026-03-16 03:31:00+00:00,2026-03-16 03:31
eldiario,infolibre,16,2026-03-16 03:31:00+00:00,2026-03-16 03:31
elpais,lavanguardia,16,2026-03-16 03:31:00+00:00,2026-03-16 03:31
eldiario,google_news_politica,24,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,google_news_politica,24,2026-03-16 04:01:00+00:00,2026-03-16 04:01
google_news_politica,heraldo_aragon,23,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,heraldo_aragon,22,2026-03-16 04:01:00+00:00,2026-03-16 04:01
eldiario,heraldo_aragon,22,2026-03-16 04:01:00+00:00,2026-03-16 04:01
google_news_politica,lavanguardia,21,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,lavanguardia,21,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,eldiario,21,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,heraldo_aragon,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
heraldo_aragon,lavanguardia,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,bbc_mundo,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
expansion,heraldo_aragon,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,expansion,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
expansion,google_news_politica,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
google_news_politica,infolibre,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
google_news_economia,google_news_politica,19,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,eldiario,18,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,google_news_politica,18,2026-03-16 04:01:00+00:00,2026-03-16 04:01
eldiario,expansion,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,lavanguardia,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
bbc_mundo,elpais,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,expansion,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
elpais,heraldo_aragon,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
heraldo_aragon,infolibre,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
elconfidencial,google_news_politica,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
20minutos,elpais,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
eldiario,lavanguardia,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
expansion,lavanguardia,17,2026-03-16 04:01:00+00:00,2026-03-16 04:01
eldiario,infolibre,16,2026-03-16 04:01:00+00:00,2026-03-16 04:01
elpais,lavanguardia,16,2026-03-16 04:01:00+00:00,2026-03-16 04:01
eldiario,google_news_politica,24,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,google_news_politica,24,2026-03-16 04:31:00+00:00,2026-03-16 04:31
google_news_politica,heraldo_aragon,23,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,heraldo_aragon,22,2026-03-16 04:31:00+00:00,2026-03-16 04:31
eldiario,heraldo_aragon,22,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,lavanguardia,21,2026-03-16 04:31:00+00:00,2026-03-16 04:31
google_news_politica,lavanguardia,21,2026-03-16 04:31:00+00:00,2026-03-16 04:31
google_news_economia,google_news_politica,21,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,eldiario,21,2026-03-16 04:31:00+00:00,2026-03-16 04:31
heraldo_aragon,lavanguardia,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
expansion,heraldo_aragon,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,heraldo_aragon,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,bbc_mundo,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,expansion,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
expansion,google_news_politica,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
google_news_politica,infolibre,19,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,eldiario,18,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,google_news_politica,18,2026-03-16 04:31:00+00:00,2026-03-16 04:31
heraldo_aragon,infolibre,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
elconfidencial,google_news_politica,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
eldiario,expansion,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,lavanguardia,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
bbc_mundo,elpais,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,expansion,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
eldiario,lavanguardia,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
elpais,heraldo_aragon,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
expansion,lavanguardia,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
20minutos,elpais,17,2026-03-16 04:31:00+00:00,2026-03-16 04:31
eldiario,infolibre,16,2026-03-16 04:31:00+00:00,2026-03-16 04:31
elpais,infolibre,16,2026-03-16 04:31:00+00:00,2026-03-16 04:31
eldiario,google_news_politica,24,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,google_news_politica,24,2026-03-16 05:01:00+00:00,2026-03-16 05:01
google_news_politica,heraldo_aragon,23,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,heraldo_aragon,22,2026-03-16 05:01:00+00:00,2026-03-16 05:01
google_news_economia,google_news_politica,22,2026-03-16 05:01:00+00:00,2026-03-16 05:01
eldiario,heraldo_aragon,22,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,lavanguardia,21,2026-03-16 05:01:00+00:00,2026-03-16 05:01
google_news_politica,lavanguardia,21,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,eldiario,21,2026-03-16 05:01:00+00:00,2026-03-16 05:01
heraldo_aragon,lavanguardia,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
expansion,heraldo_aragon,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,heraldo_aragon,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,bbc_mundo,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,expansion,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
expansion,google_news_politica,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
google_news_politica,infolibre,19,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,eldiario,18,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,google_news_politica,18,2026-03-16 05:01:00+00:00,2026-03-16 05:01
heraldo_aragon,infolibre,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
elconfidencial,google_news_politica,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
eldiario,expansion,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,lavanguardia,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,elpais,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,expansion,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
eldiario,lavanguardia,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
elpais,heraldo_aragon,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
expansion,lavanguardia,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
20minutos,elpais,17,2026-03-16 05:01:00+00:00,2026-03-16 05:01
eldiario,infolibre,16,2026-03-16 05:01:00+00:00,2026-03-16 05:01
elpais,infolibre,16,2026-03-16 05:01:00+00:00,2026-03-16 05:01
bbc_mundo,google_news_politica,25,2026-03-16 05:31:00+00:00,2026-03-16 05:31
eldiario,google_news_politica,24,2026-03-16 05:31:00+00:00,2026-03-16 05:31
google_news_politica,heraldo_aragon,24,2026-03-16 05:31:00+00:00,2026-03-16 05:31
google_news_economia,google_news_politica,23,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,heraldo_aragon,22,2026-03-16 05:31:00+00:00,2026-03-16 05:31
google_news_politica,lavanguardia,22,2026-03-16 05:31:00+00:00,2026-03-16 05:31
eldiario,heraldo_aragon,22,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,lavanguardia,21,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,eldiario,21,2026-03-16 05:31:00+00:00,2026-03-16 05:31
expansion,google_news_politica,20,2026-03-16 05:31:00+00:00,2026-03-16 05:31
google_news_politica,infolibre,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
heraldo_aragon,lavanguardia,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,expansion,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,google_news_politica,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,bbc_mundo,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,heraldo_aragon,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
expansion,heraldo_aragon,19,2026-03-16 05:31:00+00:00,2026-03-16 05:31
elconfidencial,google_news_politica,18,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,eldiario,18,2026-03-16 05:31:00+00:00,2026-03-16 05:31
eldiario,expansion,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,elpais,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,elpais,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
elpais,heraldo_aragon,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
heraldo_aragon,infolibre,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,lavanguardia,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,expansion,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
eldiario,lavanguardia,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
expansion,lavanguardia,17,2026-03-16 05:31:00+00:00,2026-03-16 05:31
eldiario,infolibre,16,2026-03-16 05:31:00+00:00,2026-03-16 05:31
20minutos,infolibre,16,2026-03-16 05:31:00+00:00,2026-03-16 05:31
bbc_mundo,google_news_politica,25,2026-03-16 06:01:00+00:00,2026-03-16 06:01
eldiario,google_news_politica,24,2026-03-16 06:01:00+00:00,2026-03-16 06:01
google_news_politica,heraldo_aragon,24,2026-03-16 06:01:00+00:00,2026-03-16 06:01
google_news_economia,google_news_politica,23,2026-03-16 06:01:00+00:00,2026-03-16 06:01
google_news_politica,lavanguardia,22,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,heraldo_aragon,22,2026-03-16 06:01:00+00:00,2026-03-16 06:01
eldiario,heraldo_aragon,22,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,lavanguardia,21,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,eldiario,21,2026-03-16 06:01:00+00:00,2026-03-16 06:01
expansion,google_news_politica,20,2026-03-16 06:01:00+00:00,2026-03-16 06:01
google_news_politica,infolibre,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,bbc_mundo,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
heraldo_aragon,lavanguardia,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,expansion,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,google_news_politica,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
expansion,heraldo_aragon,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,heraldo_aragon,19,2026-03-16 06:01:00+00:00,2026-03-16 06:01
elconfidencial,google_news_politica,18,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,eldiario,18,2026-03-16 06:01:00+00:00,2026-03-16 06:01
expansion,lavanguardia,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
eldiario,lavanguardia,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,elpais,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,elpais,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,lavanguardia,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
20minutos,expansion,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
heraldo_aragon,infolibre,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
elpais,heraldo_aragon,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
eldiario,expansion,17,2026-03-16 06:01:00+00:00,2026-03-16 06:01
bbc_mundo,infolibre,16,2026-03-16 06:01:00+00:00,2026-03-16 06:01
elpais,infolibre,16,2026-03-16 06:01:00+00:00,2026-03-16 06:01
eldiario,google_news_politica,25,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,google_news_politica,25,2026-03-16 06:31:00+00:00,2026-03-16 06:31
google_news_politica,heraldo_aragon,24,2026-03-16 06:31:00+00:00,2026-03-16 06:31
google_news_economia,google_news_politica,23,2026-03-16 06:31:00+00:00,2026-03-16 06:31
eldiario,heraldo_aragon,23,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,heraldo_aragon,22,2026-03-16 06:31:00+00:00,2026-03-16 06:31
google_news_politica,lavanguardia,22,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,eldiario,22,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,lavanguardia,21,2026-03-16 06:31:00+00:00,2026-03-16 06:31
google_news_politica,infolibre,20,2026-03-16 06:31:00+00:00,2026-03-16 06:31
expansion,google_news_politica,20,2026-03-16 06:31:00+00:00,2026-03-16 06:31
heraldo_aragon,lavanguardia,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,bbc_mundo,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,heraldo_aragon,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,google_news_politica,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,eldiario,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
expansion,heraldo_aragon,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,expansion,19,2026-03-16 06:31:00+00:00,2026-03-16 06:31
heraldo_aragon,infolibre,18,2026-03-16 06:31:00+00:00,2026-03-16 06:31
eldiario,lavanguardia,18,2026-03-16 06:31:00+00:00,2026-03-16 06:31
eldiario,expansion,18,2026-03-16 06:31:00+00:00,2026-03-16 06:31
elconfidencial,google_news_politica,18,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,elpais,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,infolibre,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,elpais,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
bbc_mundo,infolibre,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,expansion,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
elpais,heraldo_aragon,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
elpais,infolibre,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
20minutos,lavanguardia,17,2026-03-16 06:31:00+00:00,2026-03-16 06:31
eldiario,google_news_politica,25,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,google_news_politica,25,2026-03-16 07:01:00+00:00,2026-03-16 07:01
google_news_politica,heraldo_aragon,24,2026-03-16 07:01:00+00:00,2026-03-16 07:01
google_news_economia,google_news_politica,23,2026-03-16 07:01:00+00:00,2026-03-16 07:01
eldiario,heraldo_aragon,23,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,heraldo_aragon,22,2026-03-16 07:01:00+00:00,2026-03-16 07:01
google_news_politica,lavanguardia,22,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,eldiario,22,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,lavanguardia,21,2026-03-16 07:01:00+00:00,2026-03-16 07:01
google_news_politica,infolibre,20,2026-03-16 07:01:00+00:00,2026-03-16 07:01
expansion,google_news_politica,20,2026-03-16 07:01:00+00:00,2026-03-16 07:01
heraldo_aragon,lavanguardia,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,bbc_mundo,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,heraldo_aragon,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,google_news_politica,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,eldiario,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
expansion,heraldo_aragon,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,expansion,19,2026-03-16 07:01:00+00:00,2026-03-16 07:01
heraldo_aragon,infolibre,18,2026-03-16 07:01:00+00:00,2026-03-16 07:01
eldiario,lavanguardia,18,2026-03-16 07:01:00+00:00,2026-03-16 07:01
eldiario,expansion,18,2026-03-16 07:01:00+00:00,2026-03-16 07:01
elconfidencial,google_news_politica,18,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,elpais,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,infolibre,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,elpais,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,infolibre,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,expansion,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
elpais,heraldo_aragon,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
elpais,infolibre,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
20minutos,lavanguardia,17,2026-03-16 07:01:00+00:00,2026-03-16 07:01
bbc_mundo,google_news_politica,25,2026-03-16 07:31:00+00:00,2026-03-16 07:31
eldiario,google_news_politica,25,2026-03-16 07:31:00+00:00,2026-03-16 07:31
google_news_politica,heraldo_aragon,24,2026-03-16 07:31:00+00:00,2026-03-16 07:31
eldiario,heraldo_aragon,23,2026-03-16 07:31:00+00:00,2026-03-16 07:31
google_news_economia,google_news_politica,23,2026-03-16 07:31:00+00:00,2026-03-16 07:31
google_news_politica,lavanguardia,23,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,heraldo_aragon,22,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,eldiario,22,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,lavanguardia,21,2026-03-16 07:31:00+00:00,2026-03-16 07:31
heraldo_aragon,lavanguardia,20,2026-03-16 07:31:00+00:00,2026-03-16 07:31
google_news_politica,infolibre,20,2026-03-16 07:31:00+00:00,2026-03-16 07:31
expansion,google_news_politica,20,2026-03-16 07:31:00+00:00,2026-03-16 07:31
eldiario,lavanguardia,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
20minutos,google_news_politica,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
20minutos,eldiario,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
expansion,heraldo_aragon,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,expansion,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
20minutos,bbc_mundo,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
20minutos,heraldo_aragon,19,2026-03-16 07:31:00+00:00,2026-03-16 07:31
heraldo_aragon,infolibre,18,2026-03-16 07:31:00+00:00,2026-03-16 07:31
elconfidencial,google_news_politica,18,2026-03-16 07:31:00+00:00,2026-03-16 07:31
eldiario,expansion,18,2026-03-16 07:31:00+00:00,2026-03-16 07:31
expansion,lavanguardia,18,2026-03-16 07:31:00+00:00,2026-03-16 07:31
google_news_economia,infolibre,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
20minutos,lavanguardia,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
elpais,infolibre,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
eldiario,infolibre,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
elpais,heraldo_aragon,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
expansion,infolibre,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,infolibre,17,2026-03-16 07:31:00+00:00,2026-03-16 07:31
bbc_mundo,google_news_politica,25,2026-03-16 08:01:00+00:00,2026-03-16 08:01
eldiario,google_news_politica,25,2026-03-16 08:01:00+00:00,2026-03-16 08:01
google_news_politica,heraldo_aragon,24,2026-03-16 08:01:00+00:00,2026-03-16 08:01
eldiario,heraldo_aragon,23,2026-03-16 08:01:00+00:00,2026-03-16 08:01
google_news_economia,google_news_politica,23,2026-03-16 08:01:00+00:00,2026-03-16 08:01
google_news_politica,lavanguardia,23,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,heraldo_aragon,22,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,eldiario,22,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,lavanguardia,21,2026-03-16 08:01:00+00:00,2026-03-16 08:01
heraldo_aragon,lavanguardia,20,2026-03-16 08:01:00+00:00,2026-03-16 08:01
google_news_politica,infolibre,20,2026-03-16 08:01:00+00:00,2026-03-16 08:01
expansion,google_news_politica,20,2026-03-16 08:01:00+00:00,2026-03-16 08:01
eldiario,lavanguardia,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
20minutos,google_news_politica,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
20minutos,eldiario,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
expansion,heraldo_aragon,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,expansion,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
20minutos,bbc_mundo,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
20minutos,heraldo_aragon,19,2026-03-16 08:01:00+00:00,2026-03-16 08:01
heraldo_aragon,infolibre,18,2026-03-16 08:01:00+00:00,2026-03-16 08:01
elconfidencial,google_news_politica,18,2026-03-16 08:01:00+00:00,2026-03-16 08:01
eldiario,expansion,18,2026-03-16 08:01:00+00:00,2026-03-16 08:01
expansion,lavanguardia,18,2026-03-16 08:01:00+00:00,2026-03-16 08:01
google_news_economia,infolibre,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
20minutos,lavanguardia,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
elpais,infolibre,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
eldiario,infolibre,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
elpais,heraldo_aragon,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
expansion,infolibre,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,infolibre,17,2026-03-16 08:01:00+00:00,2026-03-16 08:01
bbc_mundo,google_news_politica,25,2026-03-16 08:31:00+00:00,2026-03-16 08:31
eldiario,google_news_politica,25,2026-03-16 08:31:00+00:00,2026-03-16 08:31
google_news_politica,heraldo_aragon,24,2026-03-16 08:31:00+00:00,2026-03-16 08:31
eldiario,heraldo_aragon,23,2026-03-16 08:31:00+00:00,2026-03-16 08:31
google_news_economia,google_news_politica,23,2026-03-16 08:31:00+00:00,2026-03-16 08:31
google_news_politica,lavanguardia,23,2026-03-16 08:31:00+00:00,2026-03-16 08:31
bbc_mundo,heraldo_aragon,22,2026-03-16 08:31:00+00:00,2026-03-16 08:31
bbc_mundo,eldiario,22,2026-03-16 08:31:00+00:00,2026-03-16 08:31
bbc_mundo,lavanguardia,21,2026-03-16 08:31:00+00:00,2026-03-16 08:31
heraldo_aragon,lavanguardia,20,2026-03-16 08:31:00+00:00,2026-03-16 08:31
google_news_politica,infolibre,20,2026-03-16 08:31:00+00:00,2026-03-16 08:31
expansion,google_news_politica,20,2026-03-16 08:31:00+00:00,2026-03-16 08:31
eldiario,lavanguardia,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
20minutos,google_news_politica,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
20minutos,eldiario,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
expansion,heraldo_aragon,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
bbc_mundo,expansion,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
20minutos,bbc_mundo,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
20minutos,heraldo_aragon,19,2026-03-16 08:31:00+00:00,2026-03-16 08:31
heraldo_aragon,infolibre,18,2026-03-16 08:31:00+00:00,2026-03-16 08:31
elconfidencial,google_news_politica,18,2026-03-16 08:31:00+00:00,2026-03-16 08:31
eldiario,expansion,18,2026-03-16 08:31:00+00:00,2026-03-16 08:31
expansion,lavanguardia,18,2026-03-16 08:31:00+00:00,2026-03-16 08:31
google_news_economia,infolibre,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
20minutos,lavanguardia,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
elpais,infolibre,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
eldiario,infolibre,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
elpais,heraldo_aragon,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
expansion,infolibre,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
bbc_mundo,infolibre,17,2026-03-16 08:31:00+00:00,2026-03-16 08:31
