source,target,weight,last_update,cycle
bbc_mundo,google_news_politica,23,2026-03-15 02:31:00+00:00,2026-03-15 02:31
eldiario,google_news_politica,23,2026-03-15 02:31:00+00:00,2026-03-15 02:31
google_news_politica,heraldo_aragon,22,2026-03-15 02:31:00+00:00,2026-03-15 02:31
eldiario,heraldo_aragon,21,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,heraldo_aragon,20,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,eldiario,20,2026-03-15 02:31:00+00:00,2026-03-15 02:31
google_news_politica,lavanguardia,20,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,lavanguardia,19,2026-03-15 02:31:00+00:00,2026-03-15 02:31
expansion,google_news_politica,18,2026-03-15 02:31:00+00:00,2026-03-15 02:31
google_news_politica,infolibre,18,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,expansion,17,2026-03-15 02:31:00+00:00,2026-03-15 02:31
expansion,heraldo_aragon,17,2026-03-15 02:31:00+00:00,2026-03-15 02:31
heraldo_aragon,lavanguardia,17,2026-03-15 02:31:00+00:00,2026-03-15 02:31
eldiario,lavanguardia,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
heraldo_aragon,infolibre,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
eldiario,expansion,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,bbc_mundo,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,heraldo_aragon,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
elconfidencial,google_news_politica,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,google_news_politica,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,eldiario,16,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,lavanguardia,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
elpais,lavanguardia,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
elpais,infolibre,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,infolibre,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
bbc_mundo,elpais,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,infolibre,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
20minutos,elpais,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
elpais,heraldo_aragon,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
expansion,infolibre,15,2026-03-15 02:31:00+00:00,2026-03-15 02:31
eldiario,google_news_politica,23,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,google_news_politica,23,2026-03-15 03:01:00+00:00,2026-03-15 03:01
google_news_politica,heraldo_aragon,22,2026-03-15 03:01:00+00:00,2026-03-15 03:01
eldiario,heraldo_aragon,21,2026-03-15 03:01:00+00:00,2026-03-15 03:01
google_news_politica,lavanguardia,20,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,heraldo_aragon,20,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,eldiario,20,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,lavanguardia,19,2026-03-15 03:01:00+00:00,2026-03-15 03:01
google_news_politica,infolibre,18,2026-03-15 03:01:00+00:00,2026-03-15 03:01
expansion,google_news_politica,18,2026-03-15 03:01:00+00:00,2026-03-15 03:01
expansion,heraldo_aragon,17,2026-03-15 03:01:00+00:00,2026-03-15 03:01
heraldo_aragon,lavanguardia,17,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,expansion,17,2026-03-15 03:01:00+00:00,2026-03-15 03:01
elconfidencial,google_news_politica,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
heraldo_aragon,infolibre,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,eldiario,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,google_news_politica,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
eldiario,lavanguardia,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,bbc_mundo,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,heraldo_aragon,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
eldiario,expansion,16,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,lavanguardia,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
elpais,lavanguardia,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,elpais,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
elpais,infolibre,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,elpais,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,infolibre,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
elpais,heraldo_aragon,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
20minutos,infolibre,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
eldiario,infolibre,15,2026-03-15 03:01:00+00:00,2026-03-15 03:01
bbc_mundo,google_news_politica,23,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,google_news_politica,23,2026-03-15 03:31:00+00:00,2026-03-15 03:31
google_news_politica,heraldo_aragon,22,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,heraldo_aragon,21,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,heraldo_aragon,20,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,eldiario,20,2026-03-15 03:31:00+00:00,2026-03-15 03:31
google_news_politica,lavanguardia,20,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,lavanguardia,19,2026-03-15 03:31:00+00:00,2026-03-15 03:31
expansion,google_news_politica,18,2026-03-15 03:31:00+00:00,2026-03-15 03:31
google_news_politica,infolibre,18,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,expansion,17,2026-03-15 03:31:00+00:00,2026-03-15 03:31
heraldo_aragon,lavanguardia,17,2026-03-15 03:31:00+00:00,2026-03-15 03:31
expansion,heraldo_aragon,17,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,lavanguardia,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
heraldo_aragon,infolibre,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
20minutos,bbc_mundo,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
20minutos,heraldo_aragon,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,expansion,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
elconfidencial,google_news_politica,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
20minutos,google_news_politica,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
20minutos,eldiario,16,2026-03-15 03:31:00+00:00,2026-03-15 03:31
20minutos,infolibre,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
elpais,lavanguardia,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,infolibre,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
elpais,infolibre,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
elpais,heraldo_aragon,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
expansion,infolibre,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
expansion,lavanguardia,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,infolibre,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
bbc_mundo,elpais,15,2026-03-15 03:31:00+00:00,2026-03-15 03:31
eldiario,google_news_politica,23,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,google_news_politica,23,2026-03-15 04:01:00+00:00,2026-03-15 04:01
google_news_politica,heraldo_aragon,22,2026-03-15 04:01:00+00:00,2026-03-15 04:01
eldiario,heraldo_aragon,21,2026-03-15 04:01:00+00:00,2026-03-15 04:01
google_news_politica,lavanguardia,20,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,heraldo_aragon,20,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,lavanguardia,20,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,eldiario,20,2026-03-15 04:01:00+00:00,2026-03-15 04:01
google_news_politica,infolibre,18,2026-03-15 04:01:00+00:00,2026-03-15 04:01
expansion,google_news_politica,18,2026-03-15 04:01:00+00:00,2026-03-15 04:01
heraldo_aragon,lavanguardia,17,2026-03-15 04:01:00+00:00,2026-03-15 04:01
expansion,heraldo_aragon,17,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,expansion,17,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,elpais,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
heraldo_aragon,infolibre,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,eldiario,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,google_news_politica,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
eldiario,lavanguardia,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,heraldo_aragon,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
eldiario,expansion,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,bbc_mundo,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
elconfidencial,google_news_politica,16,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,infolibre,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
bbc_mundo,infolibre,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,elpais,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
20minutos,lavanguardia,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
elpais,infolibre,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
elpais,lavanguardia,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
elpais,heraldo_aragon,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
expansion,infolibre,15,2026-03-15 04:01:00+00:00,2026-03-15 04:01
eldiario,google_news_politica,23,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,google_news_politica,23,2026-03-15 04:31:00+00:00,2026-03-15 04:31
google_news_politica,heraldo_aragon,22,2026-03-15 04:31:00+00:00,2026-03-15 04:31
eldiario,heraldo_aragon,21,2026-03-15 04:31:00+00:00,2026-03-15 04:31
google_news_politica,lavanguardia,20,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,heraldo_aragon,20,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,lavanguardia,20,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,eldiario,20,2026-03-15 04:31:00+00:00,2026-03-15 04:31
google_news_politica,infolibre,18,2026-03-15 04:31:00+00:00,2026-03-15 04:31
expansion,google_news_politica,18,2026-03-15 04:31:00+00:00,2026-03-15 04:31
heraldo_aragon,lavanguardia,17,2026-03-15 04:31:00+00:00,2026-03-15 04:31
expansion,heraldo_aragon,17,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,expansion,17,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,elpais,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
heraldo_aragon,infolibre,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,eldiario,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,google_news_politica,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
eldiario,lavanguardia,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,heraldo_aragon,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
eldiario,expansion,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,bbc_mundo,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
elconfidencial,google_news_politica,16,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,infolibre,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
bbc_mundo,infolibre,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,elpais,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
20minutos,lavanguardia,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
elpais,infolibre,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
elpais,lavanguardia,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
elpais,heraldo_aragon,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
expansion,infolibre,15,2026-03-15 04:31:00+00:00,2026-03-15 04:31
eldiario,google_news_politica,23,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,google_news_politica,23,2026-03-15 05:01:00+00:00,2026-03-15 05:01
google_news_politica,heraldo_aragon,22,2026-03-15 05:01:00+00:00,2026-03-15 05:01
eldiario,heraldo_aragon,21,2026-03-15 05:01:00+00:00,2026-03-15 05:01
google_news_politica,lavanguardia,20,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,heraldo_aragon,20,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,lavanguardia,20,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,eldiario,20,2026-03-15 05:01:00+00:00,2026-03-15 05:01
google_news_politica,infolibre,18,2026-03-15 05:01:00+00:00,2026-03-15 05:01
expansion,google_news_politica,18,2026-03-15 05:01:00+00:00,2026-03-15 05:01
heraldo_aragon,lavanguardia,17,2026-03-15 05:01:00+00:00,2026-03-15 05:01
expansion,heraldo_aragon,17,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,expansion,17,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,elpais,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
heraldo_aragon,infolibre,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,eldiario,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,google_news_politica,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
eldiario,lavanguardia,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,heraldo_aragon,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
eldiario,expansion,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,bbc_mundo,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
elconfidencial,google_news_politica,16,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,infolibre,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
bbc_mundo,infolibre,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,elpais,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
20minutos,lavanguardia,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
elpais,infolibre,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
elpais,lavanguardia,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
elpais,heraldo_aragon,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
expansion,infolibre,15,2026-03-15 05:01:00+00:00,2026-03-15 05:01
eldiario,google_news_politica,23,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,google_news_politica,23,2026-03-15 05:31:00+00:00,2026-03-15 05:31
google_news_politica,heraldo_aragon,22,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,heraldo_aragon,21,2026-03-15 05:31:00+00:00,2026-03-15 05:31
eldiario,heraldo_aragon,21,2026-03-15 05:31:00+00:00,2026-03-15 05:31
google_news_politica,lavanguardia,20,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,lavanguardia,20,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,eldiario,20,2026-03-15 05:31:00+00:00,2026-03-15 05:31
google_news_politica,infolibre,18,2026-03-15 05:31:00+00:00,2026-03-15 05:31
heraldo_aragon,lavanguardia,18,2026-03-15 05:31:00+00:00,2026-03-15 05:31
expansion,google_news_politica,18,2026-03-15 05:31:00+00:00,2026-03-15 05:31
expansion,heraldo_aragon,17,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,expansion,17,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,elpais,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
heraldo_aragon,infolibre,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,eldiario,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,google_news_politica,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
eldiario,lavanguardia,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
elpais,heraldo_aragon,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,heraldo_aragon,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
eldiario,expansion,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,bbc_mundo,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
elconfidencial,google_news_politica,16,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,infolibre,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
bbc_mundo,infolibre,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,elpais,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
20minutos,lavanguardia,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
elpais,infolibre,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
elpais,lavanguardia,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
expansion,infolibre,15,2026-03-15 05:31:00+00:00,2026-03-15 05:31
eldiario,google_news_politica,23,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,google_news_politica,23,2026-03-15 06:01:00+00:00,2026-03-15 06:01
google_news_politica,heraldo_aragon,22,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,heraldo_aragon,21,2026-03-15 06:01:00+00:00,2026-03-15 06:01
eldiario,heraldo_aragon,21,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,eldiario,20,2026-03-15 06:01:00+00:00,2026-03-15 06:01
google_news_politica,lavanguardia,20,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,lavanguardia,20,2026-03-15 06:01:00+00:00,2026-03-15 06:01
heraldo_aragon,lavanguardia,18,2026-03-15 06:01:00+00:00,2026-03-15 06:01
expansion,google_news_politica,18,2026-03-15 06:01:00+00:00,2026-03-15 06:01
google_news_politica,infolibre,18,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,expansion,17,2026-03-15 06:01:00+00:00,2026-03-15 06:01
expansion,heraldo_aragon,17,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,google_news_politica,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,bbc_mundo,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,heraldo_aragon,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
eldiario,expansion,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
eldiario,lavanguardia,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,eldiario,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
heraldo_aragon,infolibre,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,elpais,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
elpais,heraldo_aragon,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
elconfidencial,google_news_politica,16,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,infolibre,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,infolibre,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,elpais,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
elpais,lavanguardia,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
20minutos,lavanguardia,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
elpais,infolibre,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
expansion,infolibre,15,2026-03-15 06:01:00+00:00,2026-03-15 06:01
bbc_mundo,google_news_politica,23,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,google_news_politica,23,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,heraldo_aragon,22,2026-03-15 06:31:00+00:00,2026-03-15 06:31
google_news_politica,heraldo_aragon,22,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,heraldo_aragon,21,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,eldiario,21,2026-03-15 06:31:00+00:00,2026-03-15 06:31
google_news_politica,lavanguardia,20,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,lavanguardia,20,2026-03-15 06:31:00+00:00,2026-03-15 06:31
heraldo_aragon,lavanguardia,18,2026-03-15 06:31:00+00:00,2026-03-15 06:31
google_news_politica,infolibre,18,2026-03-15 06:31:00+00:00,2026-03-15 06:31
expansion,google_news_politica,18,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,expansion,17,2026-03-15 06:31:00+00:00,2026-03-15 06:31
heraldo_aragon,infolibre,17,2026-03-15 06:31:00+00:00,2026-03-15 06:31
expansion,heraldo_aragon,17,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,lavanguardia,17,2026-03-15 06:31:00+00:00,2026-03-15 06:31
elpais,infolibre,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,heraldo_aragon,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,infolibre,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,expansion,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,elpais,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,infolibre,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,google_news_politica,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,eldiario,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,bbc_mundo,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
elpais,heraldo_aragon,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
elconfidencial,google_news_politica,16,2026-03-15 06:31:00+00:00,2026-03-15 06:31
eldiario,elpais,15,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,infolibre,15,2026-03-15 06:31:00+00:00,2026-03-15 06:31
infolibre,lavanguardia,15,2026-03-15 06:31:00+00:00,2026-03-15 06:31
20minutos,elpais,15,2026-03-15 06:31:00+00:00,2026-03-15 06:31
bbc_mundo,google_news_politica,23,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,google_news_politica,23,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,heraldo_aragon,22,2026-03-15 07:01:00+00:00,2026-03-15 07:01
google_news_politica,heraldo_aragon,22,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,heraldo_aragon,21,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,eldiario,21,2026-03-15 07:01:00+00:00,2026-03-15 07:01
google_news_politica,lavanguardia,20,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,lavanguardia,20,2026-03-15 07:01:00+00:00,2026-03-15 07:01
heraldo_aragon,lavanguardia,18,2026-03-15 07:01:00+00:00,2026-03-15 07:01
google_news_politica,infolibre,18,2026-03-15 07:01:00+00:00,2026-03-15 07:01
expansion,google_news_politica,18,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,expansion,17,2026-03-15 07:01:00+00:00,2026-03-15 07:01
heraldo_aragon,infolibre,17,2026-03-15 07:01:00+00:00,2026-03-15 07:01
expansion,heraldo_aragon,17,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,lavanguardia,17,2026-03-15 07:01:00+00:00,2026-03-15 07:01
elpais,infolibre,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,heraldo_aragon,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,infolibre,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,expansion,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,elpais,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,infolibre,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,google_news_politica,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,eldiario,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,bbc_mundo,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
elpais,heraldo_aragon,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
elconfidencial,google_news_politica,16,2026-03-15 07:01:00+00:00,2026-03-15 07:01
eldiario,elpais,15,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,infolibre,15,2026-03-15 07:01:00+00:00,2026-03-15 07:01
infolibre,lavanguardia,15,2026-03-15 07:01:00+00:00,2026-03-15 07:01
20minutos,elpais,15,2026-03-15 07:01:00+00:00,2026-03-15 07:01
bbc_mundo,google_news_politica,23,2026-03-15 07:31:00+00:00,2026-03-15 07:31
eldiario,google_news_politica,23,2026-03-15 07:31:00+00:00,2026-03-15 07:31
google_news_politica,heraldo_aragon,22,2026-03-15 07:31:00+00:00,2026-03-15 07:31
eldiario,heraldo_aragon,22,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,heraldo_aragon,21,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,eldiario,21,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,lavanguardia,20,2026-03-15 07:31:00+00:00,2026-03-15 07:31
google_news_politica,lavanguardia,20,2026-03-15 07:31:00+00:00,2026-03-15 07:31
expansion,google_news_politica,18,2026-03-15 07:31:00+00:00,2026-03-15 07:31
google_news_politica,infolibre,18,2026-03-15 07:31:00+00:00,2026-03-15 07:31
heraldo_aragon,lavanguardia,18,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,expansion,17,2026-03-15 07:31:00+00:00,2026-03-15 07:31
heraldo_aragon,infolibre,17,2026-03-15 07:31:00+00:00,2026-03-15 07:31
eldiario,lavanguardia,17,2026-03-15 07:31:00+00:00,2026-03-15 07:31
expansion,heraldo_aragon,17,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,infolibre,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
bbc_mundo,elpais,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
eldiario,expansion,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
20minutos,heraldo_aragon,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
elpais,heraldo_aragon,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
elpais,infolibre,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
20minutos,bbc_mundo,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
eldiario,infolibre,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
elconfidencial,google_news_politica,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
20minutos,google_news_politica,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
20minutos,eldiario,16,2026-03-15 07:31:00+00:00,2026-03-15 07:31
infolibre,lavanguardia,15,2026-03-15 07:31:00+00:00,2026-03-15 07:31
20minutos,lavanguardia,15,2026-03-15 07:31:00+00:00,2026-03-15 07:31
